entry_id,canonical_line_id,artifact_id,sequence_surface,quantity,signs_raw,signs_canonical,groups_raw,sign_count,group_count,source_count,provenance_tags
1570,CLINE_1570,HT WA 1009,AB28 AB76,,AB28 AB76,AB28 AB76,AB28 AB76,2,2,1,http://sigla.phis.me/document/HT%20Wa%201009/index-word.html
1571,CLINE_1571,HT WA 1010,AB28 AB76,,AB28 AB76,AB28 AB76,AB28 AB76,2,2,1,http://sigla.phis.me/document/HT%20Wa%201010/index-word.html
1572,CLINE_1572,HT WA 1011,AB28 AB76,,AB28 AB76,AB28 AB76,AB28 AB76,2,2,1,http://sigla.phis.me/document/HT%20Wa%201011/index-word.html
1573,CLINE_1573,HT WA 1012,AB28 AB76,,AB28 AB76,AB28 AB76,AB28 AB76,2,2,1,http://sigla.phis.me/document/HT%20Wa%201012/index-word.html
1574,CLINE_1574,HT WA 1013,AB28 AB76,,AB28 AB76,AB28 AB76,AB28 AB76,2,2,1,http://sigla.phis.me/document/HT%20Wa%201013/index-word.html
1575,CLINE_1575,HT WA 1014,AB41 AB77,,AB41 AB77,AB41 AB77,AB41 AB77,2,2,1,http://sigla.phis.me/document/HT%20Wa%201014/index-word.html
1576,CLINE_1576,HT WA 1015,AB41 AB77,,AB41 AB77,AB41 AB77,AB41 AB77,2,2,1,http://sigla.phis.me/document/HT%20Wa%201015/index-word.html
1577,CLINE_1577,HT WA 1016,AB41 AB77,,AB41 AB77,AB41 AB77,AB41 AB77,2,2,1,http://sigla.phis.me/document/HT%20Wa%201016/index-word.html
1578,CLINE_1578,HT WA 1017,AB41 AB77,,AB41 AB77,AB41 AB77,AB41 AB77,2,2,1,http://sigla.phis.me/document/HT%20Wa%201017/index-word.html
1579,CLINE_1579,HT WA 1018,AB41 AB77,,AB41 AB77,AB41 AB77,AB41 AB77,2,2,1,http://sigla.phis.me/document/HT%20Wa%201018/index-word.html
1580,CLINE_1580,HT WA 1019,AB03 AB59 AB24,,AB03 AB59 AB24,AB03 AB59 AB24,AB03 AB59 AB24,3,3,1,http://sigla.phis.me/document/HT%20Wa%201019%CE%B1/index-word.html
1581,CLINE_1581,HT WA 1019,AB41 AB69,,AB41 AB69,AB41 AB69,AB41 AB69,2,2,1,http://sigla.phis.me/document/HT%20Wa%201019%CE%B3/index-word.html
1582,CLINE_1582,HT WA 1020,A629,,A629,A629,A629,1,1,1,http://sigla.phis.me/document/HT%20Wa%201020%CE%B1/index-word.html
1583,CLINE_1583,HT WA 1020,AB46 AB59 AB06,,AB46 AB59 AB06,AB46 AB59 AB06,AB46 AB59 AB06,3,3,1,http://sigla.phis.me/document/HT%20Wa%201020%CE%B3/index-word.html
1584,CLINE_1584,HT WA 1020,AB81 AB03,,AB81 AB03,AB81 AB03,AB81 AB03,2,2,1,http://sigla.phis.me/document/HT%20Wa%201020%CE%B1/index-word.html
1585,CLINE_1585,HT WA 1021,AB188 AB51,,AB188 AB51,AB188 AB51,AB188 AB51,2,2,1,http://sigla.phis.me/document/HT%20Wa%201021%CE%B1/index-word.html
1586,CLINE_1586,HT WA 1028,AB41,,AB41,AB41,AB41,1,1,1,http://sigla.phis.me/document/HT%20Wa%201028%CE%B1/index-word.html
1587,CLINE_1587,HT WA 1028,AB77,,AB77,AB77,AB77,1,1,1,http://sigla.phis.me/document/HT%20Wa%201028%CE%B3/index-word.html
1588,CLINE_1588,HT WA 1029,A301,,A301,A301,A301,1,1,1,http://sigla.phis.me/document/HT%20Wa%201029%CE%B1/index-word.html
1589,CLINE_1589,HT WA 1242,AB41,,AB41,AB41,AB41,1,1,1,http://sigla.phis.me/document/HT%20Wa%201242/index-word.html
1590,CLINE_1590,HT WC 3001,AB03 AB09 AB57,,AB03 AB09 AB57,AB03 AB09 AB57,AB03 AB09 AB57,3,3,1,http://sigla.phis.me/document/HT%20Wc%203001/index-word.html
1591,CLINE_1591,HT WC 3001,B J,,B J,B J,B J,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
1592,CLINE_1592,HT WC 3002,AB03 AB09 AB57,,AB03 AB09 AB57,AB03 AB09 AB57,AB03 AB09 AB57,3,3,1,http://sigla.phis.me/document/HT%20Wc%203002/index-word.html
1593,CLINE_1593,HT WC 3003,AB77 AB27 AB02,,AB77 AB27 AB02,AB77 AB27 AB02,AB77 AB27 AB02,3,3,1,http://sigla.phis.me/document/HT%20Wc%203003/index-word.html
1594,CLINE_1594,HT WC 3004,B SE,,B SE,B SE,B SE,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
1595,CLINE_1595,HT WC 3004A,AB79 AB30 AB77,,AB79 AB30 AB77,AB79 AB30 AB77,AB79 AB30 AB77,3,3,1,http://sigla.phis.me/document/HT%20Wc%203004a/index-word.html
1596,CLINE_1596,HT WC 3005,B SE,,B SE,B SE,B SE,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
1597,CLINE_1597,HT WC 3005A,AB59 AB30 AB77,,AB59 AB30 AB77,AB59 AB30 AB77,AB59 AB30 AB77,3,3,1,http://sigla.phis.me/document/HT%20Wc%203005a/index-word.html
1598,CLINE_1598,HT WC 3006,B RA PU3 RA,,B RA PU3 RA,B RA PU3 RA,B RA PU3 RA,4,4,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
1599,CLINE_1599,HT WC 3006A,AB54 AB61 AB73,,AB54 AB61 AB73,AB54 AB61 AB73,AB54 AB61 AB73,3,3,1,http://sigla.phis.me/document/HT%20Wc%203006a/index-word.html
1600,CLINE_1600,HT WC 3006B,AB60 A314 AB60,,AB60 A314 AB60,AB60 A314 AB60,AB60 A314 AB60,3,3,1,http://sigla.phis.me/document/HT%20Wc%203006b/index-word.html
1601,CLINE_1601,HT WC 3007,AB54 AB07 AB30,,AB54 AB07 AB30,AB54 AB07 AB30,AB54 AB07 AB30,3,3,1,http://sigla.phis.me/document/HT%20Wc%203007/index-word.html
1602,CLINE_1602,HT WC 3008,B RU JA TA DI,,B RU JA TA DI,B RU JA TA DI,B RU JA TA DI,5,5,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
1603,CLINE_1603,HT WC 3008A,AB54 AB07 AB30,,AB54 AB07 AB30,AB54 AB07 AB30,AB54 AB07 AB30,3,3,1,http://sigla.phis.me/document/HT%20Wc%203008a/index-word.html
1604,CLINE_1604,HT WC 3008B,AB26 AB57 AB59 AB07,,AB26 AB57 AB59 AB07,AB26 AB57 AB59 AB07,AB26 AB57 AB59 AB07,4,4,1,http://sigla.phis.me/document/HT%20Wc%203008b/index-word.html
1605,CLINE_1605,HT WC 3009A,A333 AB07 AB58 AB77,,A333 AB07 AB58 AB77,A333 AB07 AB58 AB77,A333 AB07 AB58 AB77,4,4,1,http://sigla.phis.me/document/HT%20Wc%203009a/index-word.html
1606,CLINE_1606,HT WC 3010,A333 AB07 AB06 AB58 AB77,,A333 AB07 AB06 AB58 AB77,A333 AB07 AB06 AB58 AB77,A333 AB07 AB06 AB58 AB77,5,5,1,http://sigla.phis.me/document/HT%20Wc%203010/index-word.html
1607,CLINE_1607,HT WC 3011,AB79 AB07 AB60,,AB79 AB07 AB60,AB79 AB07 AB60,AB79 AB07 AB60,3,3,1,http://sigla.phis.me/document/HT%20Wc%203011/index-word.html
1608,CLINE_1608,HT WC 3012,B RE RO,,B RE RO,B RE RO,B RE RO,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
1609,CLINE_1609,HT WC 3012A,AB79 AB07 AB60,,AB79 AB07 AB60,AB79 AB07 AB60,AB79 AB07 AB60,3,3,1,http://sigla.phis.me/document/HT%20Wc%203012a/index-word.html
1610,CLINE_1610,HT WC 3012B,AB27 AB02,,AB27 AB02,AB27 AB02,AB27 AB02,2,2,1,http://sigla.phis.me/document/HT%20Wc%203012b/index-word.html
1611,CLINE_1611,HT WC 3013,NO OFIMPRESSIONS,,NO OFIMPRESSIONS,NO OFIMPRESSIONS,NO OFIMPRESSIONS,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
1612,CLINE_1612,HT WC 3014,B CAP,,B CAP,B CAP,B CAP,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
1613,CLINE_1613,HT WC 3014A,AB81 AB73 AB06,,AB81 AB73 AB06,AB81 AB73 AB06,AB81 AB73 AB06,3,3,1,http://sigla.phis.me/document/HT%20Wc%203014a/index-word.html
1614,CLINE_1614,HT WC 3014B,AB78,,AB78,AB78,AB78,1,1,1,http://sigla.phis.me/document/HT%20Wc%203014b/index-word.html
1615,CLINE_1615,HT WC 3015A,AB77 AB81 AB03,,AB77 AB81 AB03,AB77 AB81 AB03,AB77 AB81 AB03,3,3,1,http://sigla.phis.me/document/HT%20Wc%203015a/index-word.html
1616,CLINE_1616,HT WC 3016,B PA D,,B PA D,B PA D,B PA D,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
1617,CLINE_1617,HT WC 3016A,AB77 AB81 AB03,,AB77 AB81 AB03,AB77 AB81 AB03,AB77 AB81 AB03,3,3,1,http://sigla.phis.me/document/HT%20Wc%203016a/index-word.html
1618,CLINE_1618,HT WC 3017A,AB16 AB81 AB27 AB06 A306,,AB16 AB81 AB27 AB06 A306,AB16 AB81 AB27 AB06 A306,AB16 AB81 AB27 AB06 A306,5,5,1,http://sigla.phis.me/document/HT%20Wc%203017a/index-word.html
1619,CLINE_1619,HT WC 3018,B D,,B D,B D,B D,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
1620,CLINE_1620,HT WC 3019,A TELA3 B E,,A TELA3 B E,A TELA3 B E,A TELA3 B E,4,4,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
1621,CLINE_1621,HT WC 3020A,AB188 AB51,,AB188 AB51,AB188 AB51,AB188 AB51,2,2,1,http://sigla.phis.me/document/HT%20Wc%203020a/index-word.html
1622,CLINE_1622,HT WC 3022,VIR,,VIR,VIR,VIR,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
1623,CLINE_1623,HT WC 3024,B OVISF,,B OVISF,B OVISF,B OVISF,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
1624,CLINE_1624,HT WE WC 3020,B PA D,,B PA D,B PA D,B PA D,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
1625,CLINE_1625,HT ZB 158A,[?] AB69 AB09 AB58 AB67,,[?] AB69 AB09 AB58 AB67,[?] AB69 AB09 AB58 AB67,[?] AB69 AB09 AB58 AB67,5,5,1,http://sigla.phis.me/document/HT%20Zb%20158a/index-word.html
1626,CLINE_1626,HT ZB 158B,AB58 AB67 AB53 AB04 AB28 AB57,,AB58 AB67 AB53 AB04 AB28 AB57,AB58 AB67 AB53 AB04 AB28 AB57,AB58 AB67 AB53 AB04 AB28 AB57,6,6,1,http://sigla.phis.me/document/HT%20Zb%20158b/index-word.html
1627,CLINE_1627,HT ZB 159,AB08 AB06 AB55 AB41 AB57 AB09,,AB08 AB06 AB55 AB41 AB57 AB09,AB08 AB06 AB55 AB41 AB57 AB09,AB08 AB06 AB55 AB41 AB57 AB09,6,6,1,http://sigla.phis.me/document/HT%20Zb%20159/index-word.html
1628,CLINE_1628,HT ZB 160,AB03 AB59 AB01,,AB03 AB59 AB01,AB03 AB59 AB01,AB03 AB59 AB01,3,3,1,http://sigla.phis.me/document/HT%20Zb%20160/index-word.html
1629,CLINE_1629,HT ZB 160,AB51 AB29 AB27,,AB51 AB29 AB27,AB51 AB29 AB27,AB51 AB29 AB27,3,3,1,http://sigla.phis.me/document/HT%20Zb%20160/index-word.html
1630,CLINE_1630,HT ZB 161,AB41 AB50,,AB41 AB50,AB41 AB50,AB41 AB50,2,2,1,http://sigla.phis.me/document/HT%20Zb%20161/index-word.html
1631,CLINE_1631,HT ZD 155,AB06 AB80 AB80 AB37 AB37 A319,,AB06 AB80 AB80 AB37 AB37 A319,AB06 AB80 AB80 AB37 AB37 A319,AB06 AB80 AB80 AB37 AB37 A319,6,6,1,http://sigla.phis.me/document/HT%20Zd%20155/index-word.html
1632,CLINE_1632,HT ZD 155,AB08 AB65,,AB08 AB65,AB08 AB65,AB08 AB65,2,2,1,http://sigla.phis.me/document/HT%20Zd%20155/index-word.html
1633,CLINE_1633,HT ZD 156,AB59 AB57,,AB59 AB57,AB59 AB57,AB59 AB57,2,2,1,http://sigla.phis.me/document/HT%20Zd%20156/index-word.html
1634,CLINE_1634,HT ZD 157,AB40 AB57 AB58,,AB40 AB57 AB58,AB40 AB57 AB58,AB40 AB57 AB58,3,3,1,http://sigla.phis.me/document/HT%20Zd%20157/index-word.html
1635,CLINE_1635,HT ZD 157,AB80 AB37 AB37 A319,,AB80 AB37 AB37 A319,AB80 AB37 AB37 A319,AB80 AB37 AB37 A319,4,4,1,http://sigla.phis.me/document/HT%20Zd%20157/index-word.html
1636,CLINE_1636,HT10,DA-NE,2,DA NE,DA NE,DA-NE,2,1,3,"linearA/HT10.html:original_pre,linearA/HT10.html:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1637,CLINE_1637,HT10,KU-RA2-TE,2,KU RA2 TE,KU RA2 TE,KU-RA2-TE,3,1,3,"linearA/HT10.html:original_pre,linearA/HT10.html:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1638,CLINE_1638,HT10,KU-RA2-SI,10,KU RA2 SI,KU RA2 SI,KU-RA2-SI,3,1,3,"linearA/HT10.html:original_pre,linearA/HT10.html:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1639,CLINE_1639,HT10,KU-RA2-NE,15,KU RA2 NE,KU RA2 NE,KU-RA2-NE,3,1,3,"linearA/HT10.html:original_pre,linearA/HT10.html:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1640,CLINE_1640,HT10,KU-RA2-TA,32,KU RA2 TA,KU RA2 TA,KU-RA2-TA,3,1,3,"linearA/HT10.html:original_pre,linearA/HT10.html:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1641,CLINE_1641,HT10,KU-RA2,70,KU RA2,KU RA2,KU-RA2,2,1,3,"linearA/HT10.html:original_pre,linearA/HT10.html:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1642,CLINE_1642,HT12,OLIV,5,OLIV,OLIV,OLIV,1,1,5,"linearA/HT12.html:original_pre,linearA/HT12.html:raw_annotation,linearA/mdFiles/HT12.md:original_md_section,linearA/mdFiles/HT12.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1643,CLINE_1643,HT12,QA+TU,8,QA TU,QA TU,QA+TU,2,1,5,"linearA/HT12.html:original_pre,linearA/HT12.html:raw_annotation,linearA/mdFiles/HT12.md:original_md_section,linearA/mdFiles/HT12.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1644,CLINE_1644,HT12,MA+RU,10,MA RU,MA RU,MA+RU,2,1,5,"linearA/HT12.html:original_pre,linearA/HT12.html:raw_annotation,linearA/mdFiles/HT12.md:original_md_section,linearA/mdFiles/HT12.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1645,CLINE_1645,HT12,KU-RA2,28,KU RA2,KU RA2,KU-RA2,2,1,5,"linearA/HT12.html:original_pre,linearA/HT12.html:raw_annotation,linearA/mdFiles/HT12.md:original_md_section,linearA/mdFiles/HT12.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1646,CLINE_1646,HT12,QE-TU-NE,30,QE TU NE,QE TU NE,QE-TU-NE,3,1,5,"linearA/HT12.html:original_pre,linearA/HT12.html:raw_annotation,linearA/mdFiles/HT12.md:original_md_section,linearA/mdFiles/HT12.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1647,CLINE_1647,HT12,DA-I,50,DA I,DA I,DA-I,2,1,5,"linearA/HT12.html:original_pre,linearA/HT12.html:raw_annotation,linearA/mdFiles/HT12.md:original_md_section,linearA/mdFiles/HT12.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1648,CLINE_1648,HT13,AB04 AB40 AB22 AB59,2,AB04 AB40 AB22 AB59,AB04 AB40 AB22 AB59,AB04 AB40 AB22 AB59,4,4,5,"linearA/HT13.html:original_pre,linearA/HT13.html:raw_annotation,linearA/mdFiles/HT13.md:original_md_section,linearA/mdFiles/HT13.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1649,CLINE_1649,HT13,AB54 AB67 AB22 AB03,5,AB54 AB67 AB22 AB03,AB54 AB67 AB22 AB03,AB54 AB67 AB22 AB03,4,4,5,"linearA/HT13.html:original_pre,linearA/HT13.html:raw_annotation,linearA/mdFiles/HT13.md:original_md_section,linearA/mdFiles/HT13.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1650,CLINE_1650,HT13,AB51 AB24 AB22 AB09,7,AB51 AB24 AB22 AB09,AB51 AB24 AB22 AB09,AB51 AB24 AB22 AB09,4,4,5,"linearA/HT13.html:original_pre,linearA/HT13.html:raw_annotation,linearA/mdFiles/HT13.md:original_md_section,linearA/mdFiles/HT13.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1651,CLINE_1651,HT13,AB81 AB02 AB22 AB67,12,AB81 AB02 AB22 AB67,AB81 AB02 AB22 AB67,AB81 AB02 AB22 AB67,4,4,5,"linearA/HT13.html:original_pre,linearA/HT13.html:raw_annotation,linearA/mdFiles/HT13.md:original_md_section,linearA/mdFiles/HT13.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1652,CLINE_1652,HT31,AB54 AB67 AB22 AB03,2,AB54 AB67 AB22 AB03,AB54 AB67 AB22 AB03,AB54 AB67 AB22 AB03,4,4,5,"linearA/HT31.html:original_pre,linearA/HT31.html:raw_annotation,linearA/mdFiles/HT31.md:original_md_section,linearA/mdFiles/HT31.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1653,CLINE_1653,HT31,AB28 AB67 AB22 AB54,4,AB28 AB67 AB22 AB54,AB28 AB67 AB22 AB54,AB28 AB67 AB22 AB54,4,4,5,"linearA/HT31.html:original_pre,linearA/HT31.html:raw_annotation,linearA/mdFiles/HT31.md:original_md_section,linearA/mdFiles/HT31.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1654,CLINE_1654,HT31,AB54 AB28 AB22 AB09,5,AB54 AB28 AB22 AB09,AB54 AB28 AB22 AB09,AB54 AB28 AB22 AB09,4,4,5,"linearA/HT31.html:original_pre,linearA/HT31.html:raw_annotation,linearA/mdFiles/HT31.md:original_md_section,linearA/mdFiles/HT31.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1655,CLINE_1655,HT31,AB81 AB02 AB22 AB28,7,AB81 AB02 AB22 AB28,AB81 AB02 AB22 AB28,AB81 AB02 AB22 AB28,4,4,5,"linearA/HT31.html:original_pre,linearA/HT31.html:raw_annotation,linearA/mdFiles/HT31.md:original_md_section,linearA/mdFiles/HT31.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1656,CLINE_1656,HT31,AB51 AB45 AB22 AB59,8,AB51 AB45 AB22 AB59,AB51 AB45 AB22 AB59,AB51 AB45 AB22 AB59,4,4,5,"linearA/HT31.html:original_pre,linearA/HT31.html:raw_annotation,linearA/mdFiles/HT31.md:original_md_section,linearA/mdFiles/HT31.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1657,CLINE_1657,HT31,AB81 AB02 AB22 AB67,10,AB81 AB02 AB22 AB67,AB81 AB02 AB22 AB67,AB81 AB02 AB22 AB67,4,4,5,"linearA/HT31.html:original_pre,linearA/HT31.html:raw_annotation,linearA/mdFiles/HT31.md:original_md_section,linearA/mdFiles/HT31.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1658,CLINE_1658,HT7,DA-NA-TU,1,DA NA TU,DA NA TU,DA-NA-TU,3,1,5,"linearA/HT7.html:original_pre,linearA/HT7.html:raw_annotation,linearA/mdFiles/HT7.md:original_md_section,linearA/mdFiles/HT7.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1659,CLINE_1659,HT7,KI-RA,1,KI RA,KI RA,KI-RA,2,1,5,"linearA/HT7.html:original_pre,linearA/HT7.html:raw_annotation,linearA/mdFiles/HT7.md:original_md_section,linearA/mdFiles/HT7.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1660,CLINE_1660,HT7,TU-RU-SI,1,TU RU SI,TU RU SI,TU-RU-SI,3,1,5,"linearA/HT7.html:original_pre,linearA/HT7.html:raw_annotation,linearA/mdFiles/HT7.md:original_md_section,linearA/mdFiles/HT7.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1661,CLINE_1661,HT7,QE-TU-RA,2,QE TU RA,QE TU RA,QE-TU-RA,3,1,5,"linearA/HT7.html:original_pre,linearA/HT7.html:raw_annotation,linearA/mdFiles/HT7.md:original_md_section,linearA/mdFiles/HT7.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1662,CLINE_1662,HT7,TI-RU-SI,2,TI RU SI,TI RU SI,TI-RU-SI,3,1,5,"linearA/HT7.html:original_pre,linearA/HT7.html:raw_annotation,linearA/mdFiles/HT7.md:original_md_section,linearA/mdFiles/HT7.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1663,CLINE_1663,HT8,SUP+?,1,SUP ?,SUP ?,SUP+?,2,1,5,"linearA/HT8.html:original_pre,linearA/HT8.html:raw_annotation,linearA/mdFiles/HT8.md:original_md_section,linearA/mdFiles/HT8.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1664,CLINE_1664,HT8,KU-RA,2,KU RA,KU RA,KU-RA,2,1,5,"linearA/HT8.html:original_pre,linearA/HT8.html:raw_annotation,linearA/mdFiles/HT8.md:original_md_section,linearA/mdFiles/HT8.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1665,CLINE_1665,HT8,PA3,3,PA3,PA3,PA3,1,1,5,"linearA/HT8.html:original_pre,linearA/HT8.html:raw_annotation,linearA/mdFiles/HT8.md:original_md_section,linearA/mdFiles/HT8.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1666,CLINE_1666,HT8,QA-KI,5,QA KI,QA KI,QA-KI,2,1,5,"linearA/HT8.html:original_pre,linearA/HT8.html:raw_annotation,linearA/mdFiles/HT8.md:original_md_section,linearA/mdFiles/HT8.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1667,CLINE_1667,HT8,OLIV+KI,10,OLIV KI,OLIV KI,OLIV+KI,2,1,5,"linearA/HT8.html:original_pre,linearA/HT8.html:raw_annotation,linearA/mdFiles/HT8.md:original_md_section,linearA/mdFiles/HT8.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1668,CLINE_1668,HT9,VIN+TE,18,VIN TE,VIN TE,VIN+TE,2,1,5,"linearA/HT9.html:original_pre,linearA/HT9.html:raw_annotation,linearA/mdFiles/HT9.md:original_md_section,linearA/mdFiles/HT9.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1669,CLINE_1669,HT9,VIN+TE,19,VIN TE,VIN TE,VIN+TE,2,1,5,"linearA/HT9.html:original_pre,linearA/HT9.html:raw_annotation,linearA/mdFiles/HT9.md:original_md_section,linearA/mdFiles/HT9.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1670,CLINE_1670,HT9,VIN+TE,25,VIN TE,VIN TE,VIN+TE,2,1,5,"linearA/HT9.html:original_pre,linearA/HT9.html:raw_annotation,linearA/mdFiles/HT9.md:original_md_section,linearA/mdFiles/HT9.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1671,CLINE_1671,HT9,VIN+TE,51,VIN TE,VIN TE,VIN+TE,2,1,5,"linearA/HT9.html:original_pre,linearA/HT9.html:raw_annotation,linearA/mdFiles/HT9.md:original_md_section,linearA/mdFiles/HT9.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1672,CLINE_1672,HT9,VIN+TE,87,VIN TE,VIN TE,VIN+TE,2,1,5,"linearA/HT9.html:original_pre,linearA/HT9.html:raw_annotation,linearA/mdFiles/HT9.md:original_md_section,linearA/mdFiles/HT9.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1673,CLINE_1673,HT9,VIN+TE,130,VIN TE,VIN TE,VIN+TE,2,1,5,"linearA/HT9.html:original_pre,linearA/HT9.html:raw_annotation,linearA/mdFiles/HT9.md:original_md_section,linearA/mdFiles/HT9.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1674,CLINE_1674,HT95,AB54 AB67 AB22 AB03,2,AB54 AB67 AB22 AB03,AB54 AB67 AB22 AB03,AB54 AB67 AB22 AB03,4,4,5,"linearA/HT95.html:original_pre,linearA/HT95.html:raw_annotation,linearA/mdFiles/HT95.md:original_md_section,linearA/mdFiles/HT95.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1675,CLINE_1675,HT95,AB81 AB02 AB22 AB67,10,AB81 AB02 AB22 AB67,AB81 AB02 AB22 AB67,AB81 AB02 AB22 AB67,4,4,5,"linearA/HT95.html:original_pre,linearA/HT95.html:raw_annotation,linearA/mdFiles/HT95.md:original_md_section,linearA/mdFiles/HT95.md:raw_annotation,linearA/mdFiles/LinearA_report.md:raw_annotation"
1676,CLINE_1676,KE 1,AB77 AB31,,AB77 AB31,AB77 AB31,AB77 AB31,2,2,1,http://sigla.phis.me/document/KE%201/index-word.html
1677,CLINE_1677,KE 1,KA SA,,KA SA,KA SA,KA SA,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
1678,CLINE_1678,KE WC 2,B B B,,B B B,B B B,B B B,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
1679,CLINE_1679,KE ZB 4,AB57 AB41 AB38,,AB57 AB41 AB38,AB57 AB41 AB38,AB57 AB41 AB38,3,3,1,http://sigla.phis.me/document/KE%20Zb%204/index-word.html
1680,CLINE_1680,KH 1,AB46,,AB46,AB46,AB46,1,1,1,http://sigla.phis.me/document/KH%201/index-word.html
1681,CLINE_1681,KH 1,GRA F,,GRA F,GRA F,GRA F,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
1682,CLINE_1682,KH 10,A KI PI E TE,,A KI PI E TE,A KI PI E TE,A KI PI E TE,5,5,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
1683,CLINE_1683,KH 10,AB08 AB67 AB39 AB38 AB04,,AB08 AB67 AB39 AB38 AB04,AB08 AB67 AB39 AB38 AB04,AB08 AB67 AB39 AB38 AB04,5,5,1,http://sigla.phis.me/document/KH%2010/index-word.html
1684,CLINE_1684,KH 10,AB16 AB118,,AB16 AB118,AB16 AB118,AB16 AB118,2,2,1,http://sigla.phis.me/document/KH%2010/index-word.html
