canonical_line_id,observation_id
CLINE_0865,OBS_001125
CLINE_0866,OBS_001141
CLINE_0867,OBS_001142
CLINE_0868,OBS_001137
CLINE_0869,OBS_001134
CLINE_0870,OBS_001140
CLINE_0871,OBS_001135
CLINE_0872,OBS_001138
CLINE_0873,OBS_001136
CLINE_0874,OBS_001139
CLINE_0875,OBS_001150
CLINE_0876,OBS_001147
CLINE_0877,OBS_001148
CLINE_0878,OBS_001149
CLINE_0879,OBS_001145
CLINE_0880,OBS_001146
CLINE_0881,OBS_001143
CLINE_0882,OBS_001144
CLINE_0883,OBS_001163
CLINE_0884,OBS_001165
CLINE_0885,OBS_001164
CLINE_0886,OBS_001166
CLINE_0887,OBS_001154
CLINE_0888,OBS_001155
CLINE_0889,OBS_001162
CLINE_0890,OBS_001161
CLINE_0891,OBS_001151
CLINE_0892,OBS_001158
CLINE_0893,OBS_001159
CLINE_0894,OBS_001156
CLINE_0895,OBS_001157
CLINE_0896,OBS_001160
CLINE_0897,OBS_001152
CLINE_0898,OBS_001153
CLINE_0899,OBS_001175
CLINE_0900,OBS_001174
CLINE_0901,OBS_001167
CLINE_0902,OBS_001169
CLINE_0903,OBS_001170
CLINE_0904,OBS_001171
CLINE_0905,OBS_001172
CLINE_0906,OBS_001168
CLINE_0907,OBS_001173
CLINE_0908,OBS_001178
CLINE_0909,OBS_001179
CLINE_0910,OBS_001177
CLINE_0911,OBS_001176
CLINE_0912,OBS_001191
CLINE_0913,OBS_001187
CLINE_0914,OBS_001188
CLINE_0915,OBS_001189
CLINE_0916,OBS_001186
CLINE_0916,OBS_001190
CLINE_0917,OBS_001181
CLINE_0917,OBS_001184
CLINE_0918,OBS_001183
CLINE_0919,OBS_001185
CLINE_0920,OBS_001180
CLINE_0921,OBS_001192
CLINE_0922,OBS_001182
CLINE_0923,OBS_001194
CLINE_0924,OBS_001199
CLINE_0925,OBS_001197
CLINE_0926,OBS_001193
CLINE_0927,OBS_001195
CLINE_0928,OBS_001196
CLINE_0929,OBS_001198
CLINE_0930,OBS_001204
CLINE_0931,OBS_001209
CLINE_0932,OBS_001206
CLINE_0933,OBS_001208
CLINE_0934,OBS_001211
CLINE_0935,OBS_001207
CLINE_0936,OBS_001210
CLINE_0937,OBS_001202
CLINE_0938,OBS_001200
CLINE_0939,OBS_001201
CLINE_0940,OBS_001205
CLINE_0941,OBS_001203
CLINE_0942,OBS_001217
CLINE_0943,OBS_001218
CLINE_0944,OBS_001212
CLINE_0945,OBS_001213
CLINE_0946,OBS_001215
CLINE_0947,OBS_001216
CLINE_0948,OBS_001214
CLINE_0949,OBS_001224
CLINE_0950,OBS_001225
CLINE_0951,OBS_001227
CLINE_0952,OBS_001226
CLINE_0953,OBS_001221
CLINE_0954,OBS_001222
CLINE_0955,OBS_001223
CLINE_0956,OBS_001220
CLINE_0957,OBS_001219
CLINE_0958,OBS_001229
CLINE_0959,OBS_001228
CLINE_0960,OBS_001232
CLINE_0961,OBS_001231
CLINE_0962,OBS_001230
CLINE_0963,OBS_001241
CLINE_0964,OBS_001238
CLINE_0965,OBS_001240
CLINE_0966,OBS_001237
CLINE_0967,OBS_001239
CLINE_0968,OBS_001236
CLINE_0969,OBS_001234
CLINE_0970,OBS_001233
CLINE_0971,OBS_001235
CLINE_0972,OBS_001245
CLINE_0973,OBS_001244
CLINE_0974,OBS_001242
CLINE_0975,OBS_001243
CLINE_0976,OBS_001254
CLINE_0977,OBS_001246
CLINE_0978,OBS_001249
CLINE_0979,OBS_001247
CLINE_0980,OBS_001250
CLINE_0981,OBS_001253
CLINE_0982,OBS_001251
CLINE_0983,OBS_001252
CLINE_0984,OBS_001248
CLINE_0985,OBS_001255
CLINE_0986,OBS_001256
CLINE_0987,OBS_001257
CLINE_0987,OBS_001258
CLINE_0988,OBS_001259
CLINE_0989,OBS_001261
CLINE_0990,OBS_001260
CLINE_0991,OBS_001263
CLINE_0992,OBS_001262
CLINE_0993,OBS_001264
CLINE_0994,OBS_001265
CLINE_0995,OBS_001271
CLINE_0996,OBS_001268
CLINE_0997,OBS_001266
CLINE_0998,OBS_001269
CLINE_0999,OBS_001270
CLINE_1000,OBS_001267
CLINE_1001,OBS_001275
CLINE_1002,OBS_001276
CLINE_1003,OBS_001274
CLINE_1004,OBS_001277
CLINE_1005,OBS_001278
CLINE_1006,OBS_001272
CLINE_1007,OBS_001273
CLINE_1008,OBS_001279
CLINE_1009,OBS_001284
CLINE_1010,OBS_001283
CLINE_1011,OBS_001282
CLINE_1012,OBS_001280
CLINE_1013,OBS_001281
CLINE_1014,OBS_001285
CLINE_1015,OBS_001287
CLINE_1016,OBS_001293
CLINE_1017,OBS_001295
CLINE_1018,OBS_001291
CLINE_1019,OBS_001292
CLINE_1020,OBS_001290
CLINE_1021,OBS_001289
CLINE_1022,OBS_001288
CLINE_1023,OBS_001286
CLINE_1024,OBS_001294
CLINE_1025,OBS_001297
CLINE_1026,OBS_001298
CLINE_1027,OBS_001299
CLINE_1028,OBS_001296
CLINE_1029,OBS_001302
CLINE_1030,OBS_001303
CLINE_1031,OBS_001300
CLINE_1032,OBS_001301
CLINE_1033,OBS_001304
CLINE_1034,OBS_001308
CLINE_1035,OBS_001306
CLINE_1036,OBS_001307
CLINE_1037,OBS_001309
CLINE_1038,OBS_001305
CLINE_1039,OBS_001312
CLINE_1040,OBS_001311
CLINE_1041,OBS_001310
CLINE_1042,OBS_001313
CLINE_1043,OBS_001314
CLINE_1044,OBS_001316
CLINE_1045,OBS_001315
CLINE_1046,OBS_001317
CLINE_1047,OBS_001318
CLINE_1048,OBS_001321
CLINE_1049,OBS_001320
CLINE_1050,OBS_001319
CLINE_1051,OBS_001325
CLINE_1052,OBS_001323
CLINE_1053,OBS_001324
CLINE_1054,OBS_001322
CLINE_1055,OBS_001327
CLINE_1056,OBS_001326
CLINE_1057,OBS_001328
CLINE_1058,OBS_001329
CLINE_1059,OBS_001330
CLINE_1060,OBS_001331
CLINE_1061,OBS_001333
CLINE_1062,OBS_001332
CLINE_1063,OBS_001336
CLINE_1064,OBS_001337
CLINE_1065,OBS_001335
CLINE_1066,OBS_001334
CLINE_1067,OBS_001338
CLINE_1068,OBS_001339
CLINE_1069,OBS_001340
CLINE_1070,OBS_001341
CLINE_1071,OBS_001342
CLINE_1072,OBS_001346
CLINE_1073,OBS_001345
CLINE_1074,OBS_001343
CLINE_1075,OBS_001347
CLINE_1076,OBS_001344
CLINE_1077,OBS_001348
CLINE_1078,OBS_001351
CLINE_1079,OBS_001350
CLINE_1080,OBS_001349
CLINE_1081,OBS_001352
CLINE_1082,OBS_001354
CLINE_1083,OBS_001353
CLINE_1084,OBS_001355
CLINE_1085,OBS_001356
CLINE_1086,OBS_001357
CLINE_1087,OBS_001365
CLINE_1088,OBS_001364
CLINE_1089,OBS_001359
CLINE_1090,OBS_001360
CLINE_1091,OBS_001361
CLINE_1092,OBS_001358
CLINE_1093,OBS_001362
CLINE_1094,OBS_001363
CLINE_1095,OBS_001381
CLINE_1096,OBS_001374
CLINE_1097,OBS_001367
CLINE_1098,OBS_001379
CLINE_1099,OBS_001375
CLINE_1100,OBS_001370
CLINE_1101,OBS_001368
CLINE_1102,OBS_001371
CLINE_1103,OBS_001377
CLINE_1104,OBS_001372
CLINE_1105,OBS_001382
CLINE_1106,OBS_001369
CLINE_1107,OBS_001373
CLINE_1108,OBS_001378
CLINE_1109,OBS_001380
CLINE_1110,OBS_001366
CLINE_1111,OBS_001376
CLINE_1112,OBS_001384
CLINE_1113,OBS_001387
CLINE_1114,OBS_001385
CLINE_1115,OBS_001386
CLINE_1116,OBS_001383
CLINE_1117,OBS_001390
CLINE_1118,OBS_001388
CLINE_1119,OBS_001389
CLINE_1120,OBS_001407
CLINE_1121,OBS_001403
CLINE_1122,OBS_001402
CLINE_1123,OBS_001399
CLINE_1124,OBS_001405
CLINE_1125,OBS_001404
CLINE_1126,OBS_001401
CLINE_1127,OBS_001406
CLINE_1128,OBS_001393
CLINE_1129,OBS_001394
CLINE_1130,OBS_001395
CLINE_1131,OBS_001396
CLINE_1132,OBS_001391
CLINE_1133,OBS_001400
CLINE_1134,OBS_001398
CLINE_1135,OBS_001392
CLINE_1136,OBS_001397
CLINE_1137,OBS_001411
CLINE_1138,OBS_001410
CLINE_1139,OBS_001412
CLINE_1140,OBS_001408
CLINE_1141,OBS_001409
CLINE_1142,OBS_001417
CLINE_1143,OBS_001418
CLINE_1144,OBS_001416
CLINE_1145,OBS_001415
CLINE_1146,OBS_001414
CLINE_1147,OBS_001413
CLINE_1148,OBS_001421
CLINE_1149,OBS_001424
CLINE_1150,OBS_001422
CLINE_1151,OBS_001423
CLINE_1152,OBS_001419
CLINE_1153,OBS_001420
CLINE_1154,OBS_001426
CLINE_1155,OBS_001425
CLINE_1156,OBS_001428
CLINE_1157,OBS_001427
CLINE_1158,OBS_001430
CLINE_1159,OBS_001429
CLINE_1160,OBS_001434
CLINE_1161,OBS_001432
CLINE_1162,OBS_001438
CLINE_1163,OBS_001433
CLINE_1164,OBS_001436
CLINE_1165,OBS_001431
CLINE_1166,OBS_001437
CLINE_1167,OBS_001439
CLINE_1168,OBS_001435
CLINE_1169,OBS_001444
CLINE_1170,OBS_001442
CLINE_1171,OBS_001443
CLINE_1172,OBS_001440
CLINE_1173,OBS_001445
CLINE_1174,OBS_001441
CLINE_1175,OBS_001450
CLINE_1176,OBS_001454
CLINE_1177,OBS_001449
CLINE_1178,OBS_001448
CLINE_1179,OBS_001447
CLINE_1180,OBS_001453
CLINE_1181,OBS_001451
CLINE_1182,OBS_001452
CLINE_1183,OBS_001446
CLINE_1184,OBS_001457
CLINE_1185,OBS_001455
CLINE_1186,OBS_001456
CLINE_1187,OBS_001458
CLINE_1188,OBS_001460
CLINE_1189,OBS_001459
CLINE_1190,OBS_001462
CLINE_1191,OBS_001461
CLINE_1192,OBS_001463
CLINE_1193,OBS_001469
CLINE_1194,OBS_001467
CLINE_1195,OBS_001470
CLINE_1196,OBS_001468
CLINE_1197,OBS_001472
CLINE_1198,OBS_001471
CLINE_1199,OBS_001464
CLINE_1200,OBS_001466
CLINE_1201,OBS_001465
CLINE_1202,OBS_001477
CLINE_1203,OBS_001478
CLINE_1204,OBS_001474
CLINE_1205,OBS_001475
CLINE_1206,OBS_001476
CLINE_1207,OBS_001473
CLINE_1208,OBS_001480
CLINE_1209,OBS_001479
CLINE_1210,OBS_001484
CLINE_1211,OBS_001490
CLINE_1212,OBS_001487
CLINE_1213,OBS_001481
CLINE_1213,OBS_001483
CLINE_1214,OBS_001491
CLINE_1215,OBS_001482
CLINE_1216,OBS_001485
CLINE_1216,OBS_001489
CLINE_1217,OBS_001486
CLINE_1218,OBS_001488
CLINE_1218,OBS_001492
CLINE_1219,OBS_001494
CLINE_1220,OBS_001493
CLINE_1221,OBS_001496
CLINE_1222,OBS_001498
CLINE_1223,OBS_001499
CLINE_1224,OBS_001500
CLINE_1225,OBS_001495
CLINE_1226,OBS_001497
CLINE_1227,OBS_001501
CLINE_1228,OBS_001505
CLINE_1229,OBS_001506
CLINE_1230,OBS_001502
CLINE_1231,OBS_001503
CLINE_1232,OBS_001504
CLINE_1233,OBS_001507
CLINE_1234,OBS_001513
CLINE_1235,OBS_001508
CLINE_1236,OBS_001510
CLINE_1237,OBS_001517
CLINE_1238,OBS_001516
CLINE_1239,OBS_001515
CLINE_1240,OBS_001512
CLINE_1241,OBS_001524
CLINE_1242,OBS_001520
CLINE_1243,OBS_001509
CLINE_1244,OBS_001523
CLINE_1245,OBS_001519
CLINE_1246,OBS_001522
CLINE_1247,OBS_001514
CLINE_1248,OBS_001518
CLINE_1249,OBS_001511
CLINE_1250,OBS_001521
CLINE_1251,OBS_001532
CLINE_1252,OBS_001529
CLINE_1253,OBS_001526
CLINE_1254,OBS_001531
CLINE_1255,OBS_001525
CLINE_1256,OBS_001528
CLINE_1257,OBS_001527
CLINE_1258,OBS_001533
CLINE_1259,OBS_001530
CLINE_1260,OBS_001537
CLINE_1261,OBS_001538
CLINE_1262,OBS_001542
CLINE_1263,OBS_001539
CLINE_1264,OBS_001540
CLINE_1265,OBS_001535
CLINE_1266,OBS_001534
CLINE_1267,OBS_001536
CLINE_1268,OBS_001541
CLINE_1269,OBS_001550
CLINE_1270,OBS_001545
CLINE_1271,OBS_001551
CLINE_1272,OBS_001547
CLINE_1273,OBS_001549
CLINE_1274,OBS_001543
CLINE_1274,OBS_001553
CLINE_1275,OBS_001544
CLINE_1276,OBS_001552
CLINE_1277,OBS_001548
CLINE_1278,OBS_001546
CLINE_1279,OBS_001555
CLINE_1280,OBS_001557
CLINE_1281,OBS_001554
CLINE_1282,OBS_001556
CLINE_1283,OBS_001564
CLINE_1284,OBS_001561
CLINE_1285,OBS_001563
CLINE_1286,OBS_001558
CLINE_1287,OBS_001562
CLINE_1288,OBS_001560
CLINE_1289,OBS_001565
CLINE_1290,OBS_001559
CLINE_1291,OBS_001569
CLINE_1292,OBS_001566
CLINE_1293,OBS_001568
CLINE_1294,OBS_001567
CLINE_1295,OBS_001576
CLINE_1296,OBS_001581
CLINE_1297,OBS_001584
CLINE_1298,OBS_001577
CLINE_1299,OBS_001579
CLINE_1300,OBS_001580
CLINE_1301,OBS_001582
CLINE_1302,OBS_001578
CLINE_1303,OBS_001583
CLINE_1304,OBS_001572
CLINE_1305,OBS_001573
CLINE_1306,OBS_001574
CLINE_1307,OBS_001571
CLINE_1308,OBS_001575
CLINE_1309,OBS_001570
CLINE_1310,OBS_001587
CLINE_1311,OBS_001598
CLINE_1312,OBS_001606
CLINE_1313,OBS_001597
CLINE_1314,OBS_001600
CLINE_1315,OBS_001607
CLINE_1316,OBS_001602
CLINE_1317,OBS_001601
CLINE_1318,OBS_001604
CLINE_1319,OBS_001599
CLINE_1320,OBS_001605
CLINE_1321,OBS_001603
CLINE_1322,OBS_001595
CLINE_1323,OBS_001588
CLINE_1324,OBS_001589
CLINE_1325,OBS_001590
CLINE_1326,OBS_001593
CLINE_1327,OBS_001591
CLINE_1328,OBS_001596
CLINE_1329,OBS_001594
CLINE_1330,OBS_001585
CLINE_1331,OBS_001592
CLINE_1332,OBS_001586
CLINE_1333,OBS_001621
CLINE_1334,OBS_001610
CLINE_1335,OBS_001625
CLINE_1336,OBS_001629
CLINE_1337,OBS_001627
CLINE_1338,OBS_001626
CLINE_1339,OBS_001628
CLINE_1340,OBS_001618
CLINE_1341,OBS_001608
CLINE_1342,OBS_001619
CLINE_1343,OBS_001616
CLINE_1344,OBS_001620
CLINE_1345,OBS_001609
CLINE_1345,OBS_001611
CLINE_1346,OBS_001615
CLINE_1347,OBS_001612
CLINE_1348,OBS_001622
CLINE_1348,OBS_001623
CLINE_1349,OBS_001614
CLINE_1350,OBS_001624
CLINE_1351,OBS_001617
CLINE_1352,OBS_001613
CLINE_1353,OBS_001632
CLINE_1354,OBS_001633
CLINE_1355,OBS_001634
CLINE_1356,OBS_001630
CLINE_1357,OBS_001631
CLINE_1358,OBS_001635
CLINE_1359,OBS_001640
CLINE_1360,OBS_001638
CLINE_1361,OBS_001637
CLINE_1362,OBS_001636
CLINE_1363,OBS_001639
CLINE_1364,OBS_001648
CLINE_1365,OBS_001652
CLINE_1366,OBS_001645
CLINE_1366,OBS_001657
CLINE_1367,OBS_001647
CLINE_1367,OBS_001654
CLINE_1368,OBS_001649
CLINE_1368,OBS_001658
CLINE_1369,OBS_001643
CLINE_1369,OBS_001653
CLINE_1370,OBS_001650
CLINE_1371,OBS_001644
CLINE_1371,OBS_001655
CLINE_1372,OBS_001642
CLINE_1373,OBS_001646
CLINE_1373,OBS_001656
CLINE_1374,OBS_001641
CLINE_1375,OBS_001651
CLINE_1376,OBS_001668
CLINE_1377,OBS_001669
CLINE_1378,OBS_001670
CLINE_1379,OBS_001664
CLINE_1379,OBS_001666
CLINE_1380,OBS_001659
CLINE_1380,OBS_001662
CLINE_1381,OBS_001661
CLINE_1382,OBS_001665
CLINE_1383,OBS_001667
CLINE_1384,OBS_001660
CLINE_1385,OBS_001663
CLINE_1386,OBS_001681
CLINE_1387,OBS_001680
CLINE_1388,OBS_001674
CLINE_1389,OBS_001671
CLINE_1390,OBS_001673
CLINE_1391,OBS_001675
CLINE_1391,OBS_001678
CLINE_1392,OBS_001672
CLINE_1393,OBS_001676
CLINE_1394,OBS_001679
CLINE_1395,OBS_001677
CLINE_1396,OBS_001683
CLINE_1397,OBS_001684
CLINE_1398,OBS_001682
CLINE_1399,OBS_001697
CLINE_1400,OBS_001691
CLINE_1401,OBS_001685
CLINE_1402,OBS_001698
CLINE_1403,OBS_001696
CLINE_1404,OBS_001686
CLINE_1405,OBS_001687
CLINE_1406,OBS_001690
CLINE_1406,OBS_001692
CLINE_1407,OBS_001689
CLINE_1408,OBS_001702
CLINE_1409,OBS_001699
CLINE_1410,OBS_001688
CLINE_1411,OBS_001700
CLINE_1412,OBS_001693
CLINE_1413,OBS_001694
CLINE_1414,OBS_001701
CLINE_1415,OBS_001695
CLINE_1416,OBS_001704
CLINE_1417,OBS_001706
CLINE_1418,OBS_001708
CLINE_1419,OBS_001710
CLINE_1420,OBS_001713
CLINE_1421,OBS_001712
CLINE_1422,OBS_001711
CLINE_1423,OBS_001714
CLINE_1424,OBS_001703
CLINE_1424,OBS_001705
CLINE_1425,OBS_001715
CLINE_1426,OBS_001709
CLINE_1427,OBS_001707
CLINE_1428,OBS_001716
CLINE_1429,OBS_001732
CLINE_1430,OBS_001722
CLINE_1430,OBS_001725
CLINE_1430,OBS_001727
CLINE_1431,OBS_001719
CLINE_1432,OBS_001733
CLINE_1433,OBS_001729
CLINE_1434,OBS_001723
CLINE_1434,OBS_001735
CLINE_1435,OBS_001730
CLINE_1436,OBS_001736
CLINE_1437,OBS_001717
CLINE_1437,OBS_001724
CLINE_1438,OBS_001734
CLINE_1439,OBS_001720
CLINE_1440,OBS_001731
CLINE_1441,OBS_001718
CLINE_1442,OBS_001721
CLINE_1443,OBS_001726
CLINE_1443,OBS_001728
CLINE_1444,OBS_001740
CLINE_1445,OBS_001739
CLINE_1446,OBS_001737
CLINE_1447,OBS_001738
CLINE_1448,OBS_001743
CLINE_1449,OBS_001749
CLINE_1450,OBS_001746
CLINE_1451,OBS_001745
CLINE_1452,OBS_001744
CLINE_1453,OBS_001748
CLINE_1454,OBS_001741
CLINE_1455,OBS_001742
CLINE_1456,OBS_001747
CLINE_1457,OBS_001758
CLINE_1458,OBS_001751
CLINE_1459,OBS_001752
CLINE_1459,OBS_001761
CLINE_1460,OBS_001757
CLINE_1460,OBS_001764
CLINE_1461,OBS_001750
CLINE_1462,OBS_001754
CLINE_1462,OBS_001762
CLINE_1463,OBS_001753
CLINE_1463,OBS_001760
CLINE_1464,OBS_001756
CLINE_1464,OBS_001763
CLINE_1465,OBS_001755
CLINE_1465,OBS_001759
CLINE_1466,OBS_001766
CLINE_1467,OBS_001765
CLINE_1468,OBS_001770
CLINE_1469,OBS_001768
CLINE_1470,OBS_001767
CLINE_1471,OBS_001769
CLINE_1472,OBS_001773
CLINE_1473,OBS_001776
CLINE_1474,OBS_001771
CLINE_1475,OBS_001772
CLINE_1476,OBS_001774
CLINE_1477,OBS_001777
CLINE_1478,OBS_001775
CLINE_1479,OBS_001788
CLINE_1480,OBS_001789
CLINE_1481,OBS_001779
CLINE_1482,OBS_001778
CLINE_1483,OBS_001786
CLINE_1484,OBS_001790
CLINE_1485,OBS_001782
CLINE_1486,OBS_001787
CLINE_1487,OBS_001781
CLINE_1488,OBS_001780
CLINE_1489,OBS_001783
CLINE_1490,OBS_001785
CLINE_1491,OBS_001784
CLINE_1492,OBS_001792
CLINE_1493,OBS_001793
CLINE_1494,OBS_001795
CLINE_1495,OBS_001791
CLINE_1496,OBS_001796
CLINE_1497,OBS_001794
CLINE_1498,OBS_001797
CLINE_1499,OBS_001798
CLINE_1500,OBS_001799
CLINE_1501,OBS_001801
CLINE_1502,OBS_001800
CLINE_1503,OBS_001803
CLINE_1504,OBS_001804
CLINE_1505,OBS_001802
CLINE_1506,OBS_001806
CLINE_1507,OBS_001805
CLINE_1508,OBS_001809
CLINE_1509,OBS_001810
CLINE_1510,OBS_001813
CLINE_1511,OBS_001812
CLINE_1512,OBS_001811
CLINE_1513,OBS_001807
CLINE_1514,OBS_001808
CLINE_1515,OBS_001814
CLINE_1516,OBS_001820
CLINE_1517,OBS_001815
CLINE_1518,OBS_001817
CLINE_1519,OBS_001818
CLINE_1520,OBS_001816
CLINE_1521,OBS_001819
CLINE_1522,OBS_001826
CLINE_1523,OBS_001825
CLINE_1524,OBS_001824
CLINE_1525,OBS_001823
CLINE_1526,OBS_001822
CLINE_1527,OBS_001827
CLINE_1528,OBS_001821
CLINE_1529,OBS_001828
CLINE_1530,OBS_001829
CLINE_1531,OBS_001835
CLINE_1532,OBS_001831
CLINE_1533,OBS_001832
CLINE_1534,OBS_001837
CLINE_1535,OBS_001830
CLINE_1536,OBS_001834
CLINE_1537,OBS_001833
CLINE_1538,OBS_001836
CLINE_1539,OBS_001838
CLINE_1540,OBS_001839
CLINE_1541,OBS_001840
CLINE_1542,OBS_001842
CLINE_1543,OBS_001841
CLINE_1544,OBS_001845
CLINE_1545,OBS_001848
CLINE_1546,OBS_001844
CLINE_1547,OBS_001846
CLINE_1548,OBS_001850
CLINE_1549,OBS_001843
CLINE_1550,OBS_001849
CLINE_1551,OBS_001847
CLINE_1552,OBS_001856
CLINE_1553,OBS_001857
CLINE_1554,OBS_001854
CLINE_1555,OBS_001860
CLINE_1556,OBS_001855
CLINE_1557,OBS_001851
CLINE_1558,OBS_001859
CLINE_1559,OBS_001853
CLINE_1560,OBS_001858
CLINE_1561,OBS_001852
CLINE_1562,OBS_001861
CLINE_1563,OBS_001862
CLINE_1564,OBS_001863
CLINE_1565,OBS_001864
CLINE_1566,OBS_001865
CLINE_1567,OBS_001866
CLINE_1568,OBS_001867
CLINE_1569,OBS_001868
CLINE_1570,OBS_001869
CLINE_1571,OBS_001870
CLINE_1572,OBS_001871
CLINE_1573,OBS_001872
CLINE_1574,OBS_001873
CLINE_1575,OBS_001874
CLINE_1576,OBS_001875
CLINE_1577,OBS_001876
CLINE_1578,OBS_001877
CLINE_1579,OBS_001878
CLINE_1580,OBS_001879
CLINE_1581,OBS_001880
CLINE_1582,OBS_001881
CLINE_1583,OBS_001882
CLINE_1584,OBS_001883
CLINE_1585,OBS_001884
CLINE_1586,OBS_001885
CLINE_1587,OBS_001886
CLINE_1588,OBS_001887
CLINE_1589,OBS_001888
CLINE_1590,OBS_001890
CLINE_1591,OBS_001889
CLINE_1592,OBS_001891
CLINE_1593,OBS_001892
CLINE_1594,OBS_001893
CLINE_1595,OBS_001894
CLINE_1596,OBS_001895
CLINE_1597,OBS_001896
CLINE_1598,OBS_001897
CLINE_1599,OBS_001898
CLINE_1600,OBS_001899
CLINE_1601,OBS_001900
CLINE_1602,OBS_001901
CLINE_1603,OBS_001902
CLINE_1604,OBS_001903
CLINE_1605,OBS_001904
CLINE_1606,OBS_001905
CLINE_1607,OBS_001906
CLINE_1608,OBS_001907
CLINE_1609,OBS_001908
CLINE_1610,OBS_001909
CLINE_1611,OBS_001910
CLINE_1612,OBS_001911
CLINE_1613,OBS_001912
CLINE_1614,OBS_001913
CLINE_1615,OBS_001914
CLINE_1616,OBS_001915
CLINE_1617,OBS_001916
CLINE_1618,OBS_001917
CLINE_1619,OBS_001918
CLINE_1620,OBS_001919
CLINE_1621,OBS_001920
CLINE_1622,OBS_001921
CLINE_1623,OBS_001922
CLINE_1624,OBS_001923
CLINE_1625,OBS_001924
CLINE_1626,OBS_001925
CLINE_1627,OBS_001926
CLINE_1628,OBS_001927
CLINE_1629,OBS_001928
CLINE_1630,OBS_001929
CLINE_1631,OBS_001931
CLINE_1632,OBS_001930
CLINE_1633,OBS_001932
CLINE_1634,OBS_001933
CLINE_1635,OBS_001934
CLINE_1636,OBS_000002
CLINE_1636,OBS_000008
CLINE_1636,OBS_000156
CLINE_1637,OBS_000003
CLINE_1637,OBS_000009
CLINE_1637,OBS_000157
CLINE_1638,OBS_000004
CLINE_1638,OBS_000010
CLINE_1638,OBS_000158
CLINE_1639,OBS_000005
CLINE_1639,OBS_000011
CLINE_1639,OBS_000159
CLINE_1640,OBS_000001
CLINE_1640,OBS_000007
CLINE_1640,OBS_000155
CLINE_1641,OBS_000006
CLINE_1641,OBS_000012
CLINE_1641,OBS_000160
CLINE_1642,OBS_000013
CLINE_1642,OBS_000019
CLINE_1642,OBS_000087
CLINE_1642,OBS_000093
CLINE_1642,OBS_000161
CLINE_1643,OBS_000014
CLINE_1643,OBS_000020
CLINE_1643,OBS_000088
CLINE_1643,OBS_000094
CLINE_1643,OBS_000162
CLINE_1644,OBS_000017
CLINE_1644,OBS_000023
CLINE_1644,OBS_000091
CLINE_1644,OBS_000097
CLINE_1644,OBS_000165
CLINE_1645,OBS_000018
CLINE_1645,OBS_000024
CLINE_1645,OBS_000092
CLINE_1645,OBS_000098
CLINE_1645,OBS_000166
CLINE_1646,OBS_000015
CLINE_1646,OBS_000021
CLINE_1646,OBS_000089
CLINE_1646,OBS_000095
CLINE_1646,OBS_000163
CLINE_1647,OBS_000016
CLINE_1647,OBS_000022
CLINE_1647,OBS_000090
CLINE_1647,OBS_000096
CLINE_1647,OBS_000164
CLINE_1648,OBS_000027
CLINE_1648,OBS_000031
CLINE_1648,OBS_000101
CLINE_1648,OBS_000105
CLINE_1648,OBS_000169
CLINE_1649,OBS_000028
CLINE_1649,OBS_000032
CLINE_1649,OBS_000102
CLINE_1649,OBS_000106
CLINE_1649,OBS_000170
CLINE_1650,OBS_000025
CLINE_1650,OBS_000029
CLINE_1650,OBS_000099
CLINE_1650,OBS_000103
CLINE_1650,OBS_000167
CLINE_1651,OBS_000026
CLINE_1651,OBS_000030
CLINE_1651,OBS_000100
CLINE_1651,OBS_000104
CLINE_1651,OBS_000168
CLINE_1652,OBS_000033
CLINE_1652,OBS_000039
CLINE_1652,OBS_000107
CLINE_1652,OBS_000113
CLINE_1652,OBS_000171
CLINE_1653,OBS_000038
CLINE_1653,OBS_000044
CLINE_1653,OBS_000112
CLINE_1653,OBS_000118
CLINE_1653,OBS_000176
CLINE_1654,OBS_000036
CLINE_1654,OBS_000042
CLINE_1654,OBS_000110
CLINE_1654,OBS_000116
CLINE_1654,OBS_000174
CLINE_1655,OBS_000035
CLINE_1655,OBS_000041
CLINE_1655,OBS_000109
CLINE_1655,OBS_000115
CLINE_1655,OBS_000173
CLINE_1656,OBS_000037
CLINE_1656,OBS_000043
CLINE_1656,OBS_000111
CLINE_1656,OBS_000117
CLINE_1656,OBS_000175
CLINE_1657,OBS_000034
CLINE_1657,OBS_000040
CLINE_1657,OBS_000108
CLINE_1657,OBS_000114
CLINE_1657,OBS_000172
CLINE_1658,OBS_000047
CLINE_1658,OBS_000052
CLINE_1658,OBS_000121
CLINE_1658,OBS_000126
CLINE_1658,OBS_000179
CLINE_1659,OBS_000046
CLINE_1659,OBS_000051
CLINE_1659,OBS_000120
CLINE_1659,OBS_000125
CLINE_1659,OBS_000178
CLINE_1660,OBS_000048
CLINE_1660,OBS_000053
CLINE_1660,OBS_000122
CLINE_1660,OBS_000127
CLINE_1660,OBS_000180
CLINE_1661,OBS_000045
CLINE_1661,OBS_000050
CLINE_1661,OBS_000119
CLINE_1661,OBS_000124
CLINE_1661,OBS_000177
CLINE_1662,OBS_000049
CLINE_1662,OBS_000054
CLINE_1662,OBS_000123
CLINE_1662,OBS_000128
CLINE_1662,OBS_000181
CLINE_1663,OBS_000057
CLINE_1663,OBS_000062
CLINE_1663,OBS_000131
CLINE_1663,OBS_000136
CLINE_1663,OBS_000184
CLINE_1664,OBS_000059
CLINE_1664,OBS_000064
