canonical_line_id,observation_id
CLINE_0299,OBS_000500
CLINE_0300,OBS_000506
CLINE_0301,OBS_000507
CLINE_0302,OBS_000502
CLINE_0303,OBS_000509
CLINE_0304,OBS_000519
CLINE_0305,OBS_000514
CLINE_0306,OBS_000510
CLINE_0307,OBS_000504
CLINE_0308,OBS_000508
CLINE_0309,OBS_000503
CLINE_0310,OBS_000531
CLINE_0311,OBS_000530
CLINE_0312,OBS_000524
CLINE_0313,OBS_000525
CLINE_0314,OBS_000522
CLINE_0315,OBS_000535
CLINE_0316,OBS_000534
CLINE_0317,OBS_000527
CLINE_0318,OBS_000533
CLINE_0319,OBS_000532
CLINE_0320,OBS_000540
CLINE_0321,OBS_000529
CLINE_0322,OBS_000523
CLINE_0323,OBS_000536
CLINE_0324,OBS_000538
CLINE_0325,OBS_000521
CLINE_0326,OBS_000526
CLINE_0327,OBS_000539
CLINE_0328,OBS_000537
CLINE_0329,OBS_000528
CLINE_0330,OBS_000543
CLINE_0331,OBS_000541
CLINE_0332,OBS_000542
CLINE_0333,OBS_000547
CLINE_0334,OBS_000552
CLINE_0335,OBS_000551
CLINE_0336,OBS_000553
CLINE_0337,OBS_000550
CLINE_0338,OBS_000554
CLINE_0339,OBS_000549
CLINE_0340,OBS_000545
CLINE_0341,OBS_000546
CLINE_0342,OBS_000548
CLINE_0343,OBS_000544
CLINE_0344,OBS_000564
CLINE_0345,OBS_000565
CLINE_0346,OBS_000560
CLINE_0347,OBS_000563
CLINE_0348,OBS_000561
CLINE_0349,OBS_000566
CLINE_0350,OBS_000562
CLINE_0351,OBS_000556
CLINE_0352,OBS_000558
CLINE_0353,OBS_000559
CLINE_0354,OBS_000557
CLINE_0355,OBS_000555
CLINE_0356,OBS_000569
CLINE_0357,OBS_000567
CLINE_0358,OBS_000571
CLINE_0359,OBS_000572
CLINE_0360,OBS_000568
CLINE_0361,OBS_000570
CLINE_0362,OBS_000574
CLINE_0363,OBS_000576
CLINE_0364,OBS_000577
CLINE_0365,OBS_000573
CLINE_0366,OBS_000578
CLINE_0367,OBS_000575
CLINE_0368,OBS_000589
CLINE_0369,OBS_000587
CLINE_0370,OBS_000588
CLINE_0371,OBS_000586
CLINE_0372,OBS_000584
CLINE_0373,OBS_000583
CLINE_0374,OBS_000579
CLINE_0375,OBS_000580
CLINE_0376,OBS_000581
CLINE_0377,OBS_000585
CLINE_0378,OBS_000582
CLINE_0379,OBS_000602
CLINE_0380,OBS_000601
CLINE_0381,OBS_000600
CLINE_0382,OBS_000604
CLINE_0383,OBS_000603
CLINE_0384,OBS_000591
CLINE_0385,OBS_000592
CLINE_0386,OBS_000595
CLINE_0387,OBS_000596
CLINE_0388,OBS_000590
CLINE_0389,OBS_000593
CLINE_0389,OBS_000598
CLINE_0390,OBS_000594
CLINE_0391,OBS_000597
CLINE_0392,OBS_000599
CLINE_0393,OBS_000614
CLINE_0394,OBS_000613
CLINE_0395,OBS_000610
CLINE_0396,OBS_000611
