canonical_line_id,artifact_id,quantity,sequence_surface,canonical_sequence,sign_count,group_count,origin_count,source_kinds,provenance_tags,notes
CLINE_2267,TY 2,,*309A JU KI,*309A JU KI,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2268,TY 2,,*309A RI JU,*309A RI JU,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2269,TY 2,,*309A RI WA JU,*309A RI WA JU,4,4,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2270,TY 2,,*309B KI PU,*309B KI PU,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2271,TY 2,,*309B PU PI,*309B PU PI,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2272,TY 2,,*309B[,*309B[,1,1,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2273,TY 2,,*309C DA JU,*309C DA JU,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2274,TY 2,,*309C RU KA,*309C RU KA,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2275,TY 2,,A309A AB65? AB67,A309A AB65? AB67,3,3,1,external_csv,http://sigla.phis.me/document/TY%202/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2276,TY 2,,A309A [?],A309A [?],2,2,1,external_csv,http://sigla.phis.me/document/TY%202/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2277,TY 2,,A309A? AB53 AB65?,A309A? AB53 AB65?,3,3,1,external_csv,http://sigla.phis.me/document/TY%202/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2278,TY 2,,A309A? [?],A309A? [?],2,2,1,external_csv,http://sigla.phis.me/document/TY%202/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2279,TY 2,,A309A? [?] AB01 AB50,A309A? [?] AB01 AB50,4,4,1,external_csv,http://sigla.phis.me/document/TY%202/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2280,TY 2,,A309B,A309B,1,1,1,external_csv,http://sigla.phis.me/document/TY%202/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2281,TY 2,,A309B AB53? AB65? [?],A309B AB53? AB65? [?],4,4,1,external_csv,http://sigla.phis.me/document/TY%202/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2282,TY 2,,A309B AB53? [?] AB54 AB65?,A309B AB53? [?] AB54 AB65?,5,5,1,external_csv,http://sigla.phis.me/document/TY%202/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2283,TY 2,,A309B [?] AB34? AB50 AB39,A309B [?] AB34? AB50 AB39,5,5,1,external_csv,http://sigla.phis.me/document/TY%202/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2284,TY 2,,A309B [?] AB67 AB50,A309B [?] AB67 AB50,4,4,1,external_csv,http://sigla.phis.me/document/TY%202/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2285,TY 2,,A309C AB53? AB01 [?] AB65?,A309C AB53? AB01 [?] AB65?,5,5,1,external_csv,http://sigla.phis.me/document/TY%202/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2286,TY 2,,A309C AB53? AB77 AB26,A309C AB53? AB77 AB26,4,4,1,external_csv,http://sigla.phis.me/document/TY%202/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2287,TY 2,,AB03 AB01 AB26,AB03 AB01 AB26,3,3,1,external_csv,http://sigla.phis.me/document/TY%202/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2288,TY 2,,PA DA RU,PA DA RU,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2289,TY 2,,VIR,VIR,1,1,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2290,TY 2,,]*309B RI JU,]*309B RI JU,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2291,TY 3,,A DA,A DA,2,2,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2292,TY 3,,A KU TU,A KU TU,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2293,TY 3,,DESUNT,DESUNT,1,1,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2294,TY 3,,KI RI SI,KI RI SI,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2295,TY 3,,OLE KI,OLE KI,2,2,3,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2296,TY 3,,OLE KI ME,OLE KI ME,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2297,TY 3,,OLE KI U,OLE KI U,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2298,TY 3,,OLE MI,OLE MI,2,2,3,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2299,TY 3,,OLE MI[,OLE MI[,2,2,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2300,TY 3,,OLE OVISF,OLE OVISF,2,2,2,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2301,TY 3,,OLE TU,OLE TU,2,2,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2302,TY 3,,OLE U,OLE U,2,2,3,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2303,TY 3,,PA OLE MI[,PA OLE MI[,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2304,TY 3,,PI KU ZU,PI KU ZU,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2305,TY 3,,]KO A DU WA,]KO A DU WA,4,4,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2306,TY 3,,]OLE NE,]OLE NE,2,2,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2307,TY 3,,]OLIV[,]OLIV[,1,1,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2308,TY 3A,,AB08 AB01,AB08 AB01,2,2,1,external_csv,http://sigla.phis.me/document/TY%203a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2309,TY 3A,,AB08 AB51 [?] [?],AB08 AB51 [?] [?],4,4,1,external_csv,http://sigla.phis.me/document/TY%203a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2310,TY 3A,,AB08 AB81 AB69 A361,AB08 AB81 AB69 A361,4,4,1,external_csv,http://sigla.phis.me/document/TY%203a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2311,TY 3A,,AB17 A321,AB17 A321,2,2,1,external_csv,http://sigla.phis.me/document/TY%203a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2312,TY 3A,,AB70 AB08 AB51 AB54,AB70 AB08 AB51 AB54,4,4,1,external_csv,http://sigla.phis.me/document/TY%203a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2313,TY 3B,,AB03 AB73,AB03 AB73,2,2,1,external_csv,http://sigla.phis.me/document/TY%203b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2314,TY 3B,,AB39 AB81 AB79,AB39 AB81 AB79,3,3,1,external_csv,http://sigla.phis.me/document/TY%203b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2315,TY 3B,,AB67 AB53 AB41,AB67 AB53 AB41,3,3,1,external_csv,http://sigla.phis.me/document/TY%203b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2316,ZA 1,,E MI,E MI,2,2,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2317,ZA 1,,FIC,FIC,1,1,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2318,ZA 1,,GRA,GRA,1,1,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2319,ZA 1,,I [?],I [?],2,2,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2320,ZA 1,,KI RE ZA,KI RE ZA,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2321,ZA 10,,A DE,A DE,2,2,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2322,ZA 10,,A DU KU MI NA,A DU KU MI NA,5,5,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2323,ZA 10,,A KU MI NA,A KU MI NA,4,4,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2324,ZA 10,,A MI DA U,A MI DA U,4,4,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2325,ZA 10,,A MI TA,A MI TA,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2326,ZA 10,,A TA NA TE,A TA NA TE,4,4,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2327,ZA 10,,DA I PI TA,DA I PI TA,4,4,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2328,ZA 10,,DU RE ZA SE,DU RE ZA SE,4,4,2,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2329,ZA 10,,KA KU NE TE,KA KU NE TE,4,4,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2330,ZA 10,,MA KI DE TE,MA KI DE TE,4,4,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2331,ZA 10,,MA ZA,MA ZA,2,2,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2332,ZA 10,,PA JA RE,PA JA RE,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2333,ZA 10,,PA [?],PA [?],2,2,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2334,ZA 10,,RA2 RO RE,RA2 RO RE,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2335,ZA 10,,SA MA,SA MA,2,2,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2336,ZA 10,,TA NA TE,TA NA TE,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2337,ZA 10,,VINB,VINB,1,1,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2338,ZA 10A,,AB01 AB28 AB39 AB59,AB01 AB28 AB39 AB59,4,4,1,external_csv,http://sigla.phis.me/document/ZA%2010a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2339,ZA 10A,,AB08 AB51 AB81 AB73 AB06,AB08 AB51 AB81 AB73 AB06,5,5,1,external_csv,http://sigla.phis.me/document/ZA%2010a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2340,ZA 10A,,AB08 AB59 AB06 AB04,AB08 AB59 AB06 AB04,4,4,1,external_csv,http://sigla.phis.me/document/ZA%2010a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2341,ZA 10A,,AB08 AB73 AB01 AB10,AB08 AB73 AB01 AB10,4,4,1,external_csv,http://sigla.phis.me/document/ZA%2010a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2342,ZA 10A,,AB08 AB81 AB73 AB06,AB08 AB81 AB73 AB06,4,4,1,external_csv,http://sigla.phis.me/document/ZA%2010a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2343,ZA 10A,,AB51 AB27 AB17 AB09,AB51 AB27 AB17 AB09,4,4,1,external_csv,http://sigla.phis.me/document/ZA%2010a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2344,ZA 10A,,AB59 AB06 AB04,AB59 AB06 AB04,3,3,1,external_csv,http://sigla.phis.me/document/ZA%2010a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2345,ZA 10B,,AB03 AB57 AB27,AB03 AB57 AB27,3,3,1,external_csv,http://sigla.phis.me/document/ZA%2010b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2346,ZA 10B,,AB08 AB45,AB08 AB45,2,2,1,external_csv,http://sigla.phis.me/document/ZA%2010b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2347,ZA 10B,,AB08 AB73 AB59,AB08 AB73 AB59,3,3,1,external_csv,http://sigla.phis.me/document/ZA%2010b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2348,ZA 10B,,AB10 AB49,AB10 AB49,2,2,1,external_csv,http://sigla.phis.me/document/ZA%2010b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2349,ZA 10B,,AB31 AB80,AB31 AB80,2,2,1,external_csv,http://sigla.phis.me/document/ZA%2010b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2350,ZA 10B,,AB51 AB27 AB17 AB09,AB51 AB27 AB17 AB09,4,4,1,external_csv,http://sigla.phis.me/document/ZA%2010b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2351,ZA 10B,,AB54 A362,AB54 A362,2,2,1,external_csv,http://sigla.phis.me/document/ZA%2010b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2352,ZA 10B,,AB76 AB02 AB27,AB76 AB02 AB27,3,3,1,external_csv,http://sigla.phis.me/document/ZA%2010b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2353,ZA 10B,,AB77 AB81 AB24 AB04,AB77 AB81 AB24 AB04,4,4,1,external_csv,http://sigla.phis.me/document/ZA%2010b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2354,ZA 10B,,AB80 AB17,AB80 AB17,2,2,1,external_csv,http://sigla.phis.me/document/ZA%2010b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2355,ZA 10B,,AB80 AB67 AB45 AB04,AB80 AB67 AB45 AB04,4,4,1,external_csv,http://sigla.phis.me/document/ZA%2010b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2356,ZA 11,,DI DI KO RA ME[ ]TA2,DI DI KO RA ME[ ]TA2,6,6,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2357,ZA 11,,E TO RI,E TO RI,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2358,ZA 11,,GRA PA,GRA PA,2,2,3,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2359,ZA 11,,GRA PA[,GRA PA[,2,2,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2360,ZA 11,,I OLIV,I OLIV,2,2,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2361,ZA 11,,I [?],I [?],2,2,2,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2362,ZA 11,,KU PA,KU PA,2,2,2,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2363,ZA 11,,PI A[,PI A[,2,2,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2364,ZA 11,,QE GRA PA,QE GRA PA,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2365,ZA 11,,RA MA SI,RA MA SI,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2366,ZA 11,,SA RI,SA RI,2,2,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2367,ZA 11,,VINA,VINA,1,1,2,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2368,ZA 11,,]E KU RU,]E KU RU,3,3,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2369,ZA 11,,]I DE[,]I DE[,2,2,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2370,ZA 11,,]OLIV,]OLIV,1,1,1,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2371,ZA 11A,,AB07 AB07 AB70 AB60 AB13 AB66,AB07 AB07 AB70 AB60 AB13 AB66,6,6,1,external_csv,http://sigla.phis.me/document/ZA%2011a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2372,ZA 11A,,AB38 AB81 AB26,AB38 AB81 AB26,3,3,1,external_csv,http://sigla.phis.me/document/ZA%2011a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2373,ZA 11A,,AB39 A310 AB08,AB39 A310 AB08,3,3,1,external_csv,http://sigla.phis.me/document/ZA%2011a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2374,ZA 11A,,AB60 AB80 AB41,AB60 AB80 AB41,3,3,1,external_csv,http://sigla.phis.me/document/ZA%2011a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2375,ZA 11A,,AB81 AB03,AB81 AB03,2,2,1,external_csv,http://sigla.phis.me/document/ZA%2011a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2376,ZA 11B,,AB28 AB45,AB28 AB45,2,2,1,external_csv,http://sigla.phis.me/document/ZA%2011b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2377,ZA 11B,,AB31 A301 AB53,AB31 A301 AB53,3,3,1,external_csv,http://sigla.phis.me/document/ZA%2011b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2378,ZA 11B,,AB38 AB05 AB53,AB38 AB05 AB53,3,3,1,external_csv,http://sigla.phis.me/document/ZA%2011b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2379,ZA 11B,,AB81 AB03,AB81 AB03,2,2,1,external_csv,http://sigla.phis.me/document/ZA%2011b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_2380,ZA 12,,PA [?],PA [?],2,2,2,external_csv,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_2381,ZA 13,,[?] AB58 AB03,[?] AB58 AB03,3,3,1,external_csv,http://sigla.phis.me/document/ZA%2013/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
