trigram,count,relative_frequency
B RA PU3,1,0.000547
RA PU3 RA,1,0.000547
AB54 AB61 AB73,1,0.000547
AB60 A314 AB60,1,0.000547
B RU JA,1,0.000547
RU JA TA,1,0.000547
JA TA DI,1,0.000547
AB26 AB57 AB59,1,0.000547
AB57 AB59 AB07,1,0.000547
A333 AB07 AB58,1,0.000547
AB07 AB58 AB77,1,0.000547
A333 AB07 AB06,1,0.000547
AB07 AB06 AB58,1,0.000547
AB06 AB58 AB77,1,0.000547
B RE RO,1,0.000547
AB16 AB81 AB27,1,0.000547
AB81 AB27 AB06,1,0.000547
AB27 AB06 A306,1,0.000547
A TELA3 B,1,0.000547
TELA3 B E,1,0.000547
[?] AB69 AB09,1,0.000547
AB69 AB09 AB58,1,0.000547
AB09 AB58 AB67,1,0.000547
AB58 AB67 AB53,1,0.000547
AB67 AB53 AB04,1,0.000547
AB53 AB04 AB28,1,0.000547
AB04 AB28 AB57,1,0.000547
AB08 AB06 AB55,1,0.000547
AB06 AB55 AB41,1,0.000547
AB55 AB41 AB57,1,0.000547
AB41 AB57 AB09,1,0.000547
AB51 AB29 AB27,1,0.000547
AB06 AB80 AB80,1,0.000547
AB80 AB80 AB37,1,0.000547
AB40 AB57 AB58,1,0.000547
KU RA2 TE,1,0.000547
KU RA2 SI,1,0.000547
KU RA2 NE,1,0.000547
KU RA2 TA,1,0.000547
AB04 AB40 AB22,1,0.000547
AB40 AB22 AB59,1,0.000547
AB51 AB24 AB22,1,0.000547
AB24 AB22 AB09,1,0.000547
AB28 AB67 AB22,1,0.000547
AB67 AB22 AB54,1,0.000547
AB54 AB28 AB22,1,0.000547
AB28 AB22 AB09,1,0.000547
AB02 AB22 AB28,1,0.000547
AB51 AB45 AB22,1,0.000547
AB45 AB22 AB59,1,0.000547
TU RU SI,1,0.000547
QE TU RA,1,0.000547
TI RU SI,1,0.000547
B B B,1,0.000547
AB57 AB41 AB38,1,0.000547
A KI PI,1,0.000547
KI PI E,1,0.000547
PI E TE,1,0.000547
AB08 AB67 AB39,1,0.000547
AB67 AB39 AB38,1,0.000547
AB39 AB38 AB04,1,0.000547
AB28 AB03 AB31,1,0.000547
AB03 AB31 AB57,1,0.000547
I PA SA,1,0.000547
PA SA JA,1,0.000547
SA JA QA,1,0.000547
A TO TO,1,0.000547
TO TO I,1,0.000547
AB08 AB05 A349,1,0.000547
AB05 A349 AB05,1,0.000547
A349 AB05 AB28,1,0.000547
AB51 [?] AB17,1,0.000547
AB08 AB59 A350,1,0.000547
AB08 AB09 AB27,1,0.000547
AB09 AB27 AB17,1,0.000547
[?] AB01 AB28,1,0.000547
]A SE RE,1,0.000547
SE RE ZA[,1,0.000547
A MA JA,1,0.000547
AB08 AB80 AB57,1,0.000547
AB59 AB28 AB41,1,0.000547
]U TA I,1,0.000547
TA I SI,1,0.000547
AB28 AB81 AB39,1,0.000547
I KU PI[,1,0.000547
A SI KI,1,0.000547
AB08 AB41 AB67,1,0.000547
A306 AB78 AB51,1,0.000547
]SE GRA F,1,0.000547
]KA MI JA,1,0.000547
AB08 AB59 [?],1,0.000547
A DU RE[,1,0.000547
AB08 AB51 AB27,1,0.000547
AB41 AB06 [?],1,0.000547
AB77 AB59 AB27,1,0.000547
KA TA RE[,1,0.000547
MA RU RE,1,0.000547
A DA KI,1,0.000547
DA KI SI,1,0.000547
KI SI KA,1,0.000547
SI KA A,1,0.000547
KA A RA,1,0.000547
A RA U,1,0.000547
RA U DA,1,0.000547
AB08 AB01 AB67,1,0.000547
AB01 AB67 AB41,1,0.000547
AB67 AB41 AB77,1,0.000547
AB08 AB60 AB10,1,0.000547
AB60 AB10 AB01,1,0.000547
AB40 AB06 AB51,1,0.000547
AB40 AB31 AB31,1,0.000547
AB31 AB31 AB24,1,0.000547
AB81 AB03 AB79,1,0.000547
KU PA ZU,1,0.000547
WI NA DU,1,0.000547
WI SA SA,1,0.000547
SA SA NE,1,0.000547
AB41 AB28 AB41,1,0.000547
SI I SI,1,0.000547
AB08 AB13 AB123,1,0.000547
AB04 AB55 AB27,1,0.000547
AB53 AB59 AB46,1,0.000547
AB85 AB27 AB04,1,0.000547
AU RE TE,1,0.000547
RI TA JE,1,0.000547
TE NU RE[,1,0.000547
]KI SA NE,1,0.000547
AB60 AB67 AB59,1,0.000547
AB67 AB59 AB06,1,0.000547
AB59 AB06 AB41,1,0.000547
]RA KI TA,1,0.000547
KI TA NA,1,0.000547
TA NA SI[,1,0.000547
E NA SI,1,0.000547
I JA PA,1,0.000547
JA PA ME,1,0.000547
PA ME TA,1,0.000547
ME TA TA,1,0.000547
KU KO E,1,0.000547
PA NA TU,1,0.000547
QA TI KI,1,0.000547
U TA I,1,0.000547
TA I SE,1,0.000547
[?] [?] AB08,1,0.000547
AB57 AB01 AB58,1,0.000547
SI JA DA,1,0.000547
JA DA SU[,1,0.000547
PA DA NI,1,0.000547
AB03 AB01 AB30,1,0.000547
]PA TA A,1,0.000547
TA A RA,1,0.000547
AB16 AB37 AB67,1,0.000547
AB28 AB57 AB03,1,0.000547
AB57 AB03 AB13,1,0.000547
AB38 AB06 AB41,1,0.000547
AB81 [?] AB70,1,0.000547
[?] AB70 AB38,1,0.000547
AB03 AB06 AB69,1,0.000547
AB59 AB28 AB09,1,0.000547
A DI NE[,1,0.000547
AB08 AB07 AB24,1,0.000547
NU MA QIF,1,0.000547
A SI SU,1,0.000547
SI SU PO,1,0.000547
SU PO A,1,0.000547
AB08 AB41 AB58,1,0.000547
AB41 AB58 AB11,1,0.000547
AB58 AB11 AB08,1,0.000547
AB80 AB59 AB53,1,0.000547
AB59 AB53 AB59,1,0.000547
MA TA RI,1,0.000547
TA RI TA,1,0.000547
[?] AB57 [?],1,0.000547
A DA QIF,1,0.000547
DA QIF RI,1,0.000547
AB08 AB01 AB21F,1,0.000547
AB01 AB21F AB53,1,0.000547
AB81 AB30 AB04,1,0.000547
KU NI TE,1,0.000547
]RE A JA,1,0.000547
AB03 AB53 AB45,1,0.000547
AB08 AB41 AB118,1,0.000547
AB81 AB77 [?],1,0.000547
]PA RI DE,1,0.000547
AB77 AB06 AB30,1,0.000547
AB06 AB30 AB37,1,0.000547
AB100 A352 AB57,1,0.000547
JA DU RA,1,0.000547
DU RA TI,1,0.000547
JA KU TI,1,0.000547
AB57 AB81 AB37,1,0.000547
AB57 AB51 AB60,1,0.000547
AB51 AB60 AB37,1,0.000547
PO DI PA3,1,0.000547
]SU JU TA,1,0.000547
AB58 AB65 AB59,1,0.000547
AB77 AB46 [?],1,0.000547
AB11 AB07 AB56,1,0.000547
AB80 AB58 AB73,1,0.000547
AB58 AB73 [?],1,0.000547
AB73 [?] AB06,1,0.000547
[?] AB06 [?],1,0.000547
A KA TA[,1,0.000547
AB08 AB77 AB59,1,0.000547
AB77 AB59 [?],1,0.000547
[?] AB31 AB50,1,0.000547
[?] AB57 AB58,1,0.000547
AB55 AB09 [?],1,0.000547
B NI PI,1,0.000547
IMPRESSION DISC NO,1,0.000547
DISC NO PAPYRUS,1,0.000547
AB77 AB28 AB77,1,0.000547
IMPRESSION MOTIF NOT,1,0.000547
MOTIF NOT PRESERVED,1,0.000547
AB06 AB08 AB56,1,0.000547
]JA[ ]DI ]WI[,1,0.000547
AB08 AB03 AB67,1,0.000547
AB10 AB06 AB08,1,0.000547
AB08 AB69 AB53,1,0.000547
AB69 AB53 AB41,1,0.000547
AB53 AB41 AB37,1,0.000547
AB08 AB07 AB01,1,0.000547
AB07 AB01 AB67,1,0.000547
AB01 AB67 AB37,1,0.000547
AB67 AB37 AB03,1,0.000547
AB37 AB03 AB81,1,0.000547
AB30 AB57 AB55,1,0.000547
AB34 AB37 AB53,1,0.000547
AB65 AB81 AB06,1,0.000547
AB81 AB06 AB03,1,0.000547
AB06 AB03 AB81,1,0.000547
AB03 AB81 AB55,1,0.000547
AB81 AB55 AB10,1,0.000547
AB55 AB10 [?],1,0.000547
AB10 [?] AB28,1,0.000547
[?] AB28 AB79,1,0.000547
AB08 AB77 AB55,1,0.000547
AB77 AB55 AB74,1,0.000547
AB55 AB74 AB37,1,0.000547
AB08 AB79 AB60,1,0.000547
AB51 AB60 AB27,1,0.000547
AB57 AB31 AB60,1,0.000547
AB31 AB60 AB08,1,0.000547
AB60 AB08 AB06,1,0.000547
AB08 AB06 AB24,1,0.000547
AB06 AB24 AB40,1,0.000547
AB24 AB40 AB39,1,0.000547
AB40 AB39 [?],1,0.000547
AB08 AB27 AB24,1,0.000547
AB27 AB24 AB41,1,0.000547
AB24 AB41 AB07,1,0.000547
AB41 AB07 A301,1,0.000547
AB07 A301 AB39,1,0.000547
A301 AB39 AB44,1,0.000547
AB39 AB44 AB03,1,0.000547
AB44 AB03 AB57,1,0.000547
AB03 AB57 AB59,1,0.000547
AB57 AB59 AB53,1,0.000547
AB59 AB53 AB09,1,0.000547
AB53 AB09 AB04,1,0.000547
AB09 AB04 AB53,1,0.000547
AB04 AB53 AB23,1,0.000547
AB53 AB23 AB08,1,0.000547
AB23 AB08 AB57,1,0.000547
AB08 AB57 AB81,1,0.000547
QE DE MI,1,0.000547
DE MI NU,1,0.000547
X I DU,1,0.000547
I DU WI,1,0.000547
DU PI TE,1,0.000547
PI TE WA,1,0.000547
AB51 AB39 AB04,1,0.000547
AB39 AB04 AB54,1,0.000547
AB28 AB51 AB40,1,0.000547
U NA NA,1,0.000547
]JA MA U,1,0.000547
MA U TI,1,0.000547
[?] AB27 AB37,1,0.000547
AB10 AB06 AB06,1,0.000547
AB57 AB80 AB10,1,0.000547
AB80 AB10 AB37,1,0.000547
AB08 [?] AB57,1,0.000547
B GRA E,1,0.000547
AB08 AB31 AB01,1,0.000547
AB31 AB01 AB77,1,0.000547
A KU JU,1,0.000547
KU JU PA,1,0.000547
AB08 AB81 AB65,1,0.000547
AB81 AB65 AB03,1,0.000547
AB65 AB03 AB118,1,0.000547
KU PA RI,1,0.000547
U KA RE,1,0.000547
KA RE A,1,0.000547
RE A SE,1,0.000547
A SE SI,1,0.000547
SE SI NA,1,0.000547
A RI PA,1,0.000547
QA QA DA,1,0.000547
RU PI[ MI,1,0.000547
]DI RA DI,1,0.000547
RA DI NA,1,0.000547
A355 AB38 A354,1,0.000547
]MA TE RE,1,0.000547
AB80 AB04 AB27,1,0.000547
A320 AB06 [?],1,0.000547
[?] A358 AB30,1,0.000547
A358 AB30 [?],1,0.000547
[?] A320 [?],1,0.000547
[?] AB57 AB31,1,0.000547
[?] AB40 AB57,1,0.000547
AB07 AB60 AB07,1,0.000547
AB60 AB07 AB06,1,0.000547
A SE TU,1,0.000547
SE TU QIF,1,0.000547
AB08 AB09 AB69,1,0.000547
AB09 AB69 AB21F,1,0.000547
AB09 AB31 AB56,1,0.000547
AB39 AB26 AB38,1,0.000547
AB26 AB38 AB65,1,0.000547
AB60 AB61 AB07,1,0.000547
AB61 AB07 AB67,1,0.000547
PI RU E,1,0.000547
RU E JU,1,0.000547
RA O DI,1,0.000547
O DI KI,1,0.000547
SE SA PA3,1,0.000547
A RI JA[,1,0.000547
JA KI PA3[,1,0.000547
AB08 AB53 AB57,1,0.000547
AB08 AB56 [?],1,0.000547
AB57 AB67 AB56,1,0.000547
AB67 AB56 [?],1,0.000547
AB80 AB27 AB53,1,0.000547
AB27 AB53 AB73,1,0.000547
AB53 AB73 AB45,1,0.000547
[?] AB37 AB53,1,0.000547
]MA RE RI,1,0.000547
RE RI MI,1,0.000547
RI MI DE,1,0.000547
MI DA O,1,0.000547
CF DU RI,1,0.000547
RI TE HT,1,0.000547
CF PA TA,1,0.000547
TA NE HT,1,0.000547
NE HT 122A,1,0.000547
HT 122A IMMEDIATELY,1,0.000547
122A IMMEDIATELY AFTER,1,0.000547
KU PA3 NE,1,0.000547
CF QA QA,1,0.000547
QA RU HT,1,0.000547
RU HT IMMEDIATELY,1,0.000547
HT IMMEDIATELY BEFORE,1,0.000547
IMMEDIATELY BEFORE MA,1,0.000547
BEFORE MA DI,1,0.000547
CF TU JU,1,0.000547
JU MA HT,1,0.000547
MA HT A3,1,0.000547
HT A3 IMMEDIATELY,1,0.000547
A3 IMMEDIATELY AFTER,1,0.000547
DA RE HT,1,0.000547
RE HT 122A,1,0.000547
HT 122A THE,1,0.000547
122A THE SAME,1,0.000547
THE SAME AS,1,0.000547
SAME AS A,1,0.000547
AS A MI,1,0.000547
MI DA U?,1,0.000547
DA U? ZA,1,0.000547
U? ZA 10A,1,0.000547
ZA 10A CF,1,0.000547
10A CF PH,1,0.000547
CF PH 14B,1,0.000547
PH 14B A,1,0.000547
14B A MI,1,0.000547
PA3 NU HT,1,0.000547
NU HT HT,1,0.000547
HT HT 49A,1,0.000547
HT 49A HT,1,0.000547
49A HT HT,1,0.000547
HT HT 117A,1,0.000547
HT 117A HT,1,0.000547
117A HT 122A,1,0.000547
HT 122A CF,1,0.000547
122A CF KU,1,0.000547
CF KU PA3,1,0.000547
KU PA3 HT,1,0.000547
PA3 HT KU,1,0.000547
HT KU PA3,1,0.000547
NA TU HT,1,0.000547
TU HT 47A,1,0.000547
HT 47A HT,1,0.000547
MA DI HT,1,0.000547
DI HT HT,1,0.000547
HT HT 85B,1,0.000547
HT 85B HT,1,0.000547
85B HT 97A,1,0.000547
HT 97A HT,1,0.000547
OVISM SI AU,1,0.000547
OVISM SI AU[,1,0.000547
SI AU[ RE,1,0.000547
TA DA DU,1,0.000547
DA DU PU2,1,0.000547
PU2 RE HT,1,0.000547
RE HT ZB,1,0.000547
TA DA[ DU,1,0.000547
DA[ DU PU2,1,0.000547
QA QA ]RU,1,0.000547
RU MA HT,1,0.000547
RU MA TI,1,0.000547
SUS SI RE,1,0.000547
TE RI HT,1,0.000547
[?] AB08 [?],1,0.000547
AB73 AB01 AB61,1,0.000547
AB26 AB80 AB37,1,0.000547
AB28 AB01 AB56,1,0.000547
AB01 AB56 AB28,1,0.000547
AB56 AB28 AB31,1,0.000547
AB28 AB31 AB53,1,0.000547
AB28 AB06 AB54,1,0.000547
AB28 AB79 AB53,1,0.000547
AB79 AB53 AB30,1,0.000547
I DA PA3,1,0.000547
DA PA3 I,1,0.000547
PA3 I SA,1,0.000547
I SA RI,1,0.000547
I NA WA,1,0.000547
I ZU RI,1,0.000547
ZU RI NI,1,0.000547
]DI PA JA[,1,0.000547
]JA RU MA,1,0.000547
RU MA NE[,1,0.000547
]JA SI DA,1,0.000547
SI DA RA,1,0.000547
]U DI RI,1,0.000547
DI RI KI[,1,0.000547
AB07 AB03 AB57,1,0.000547
AB10 AB07 AB53,1,0.000547
AB07 AB53 AB67,1,0.000547
AB57 AB26 AB80,1,0.000547
AB26 AB80 AB24,1,0.000547
AB57 AB41 AB01,1,0.000547
AB41 AB01 AB60,1,0.000547
A317 AB78 A353,1,0.000547
AB58 AB67 AB60,1,0.000547
AB67 AB60 AB59,1,0.000547
AB77 A314 AB41,1,0.000547
A314 AB59 AB80,1,0.000547
A320 A320 AB80,1,0.000547
[?] [?] [?],1,0.000547
MA TE TI,1,0.000547
MA TI ZA,1,0.000547
TI ZA I,1,0.000547
ZA I TE,1,0.000547
O KA MI,1,0.000547
KA MI ZA,1,0.000547
MI ZA SI,1,0.000547
ZA SI I,1,0.000547
SI I NA,1,0.000547
O TE JA,1,0.000547
RA NA TU,1,0.000547
NA TU SU,1,0.000547
SI NE TI,1,0.000547
TA2 TA RE,1,0.000547
TA2 TI TE,1,0.000547
?? RE I,1,0.000547
RE I KE,1,0.000547
AB27 AB28 AB44,1,0.000547
AB57 AB31 AB31,1,0.000547
AB31 AB31 AB60,1,0.000547
AB31 AB60 AB13,1,0.000547
AB59 AB06 AB28,1,0.000547
AB06 AB28 A301,1,0.000547
AB28 A301 AB37,1,0.000547
TA NA I,1,0.000547
NA I TI,1,0.000547
I TI ?,1,0.000547
TI ? JA,1,0.000547
? JA TI,1,0.000547
JA TI JA,1,0.000547
TI JA SA,1,0.000547
JA SA SA,1,0.000547
SA SA RA,1,0.000547
SA RA ME,1,0.000547
TI MA RU,1,0.000547
MA RU WI,1,0.000547
RU WI TE,1,0.000547
AB37 AB80 AB26,1,0.000547
AB80 AB26 AB40,1,0.000547
AB26 AB40 AB04,1,0.000547
AB08 AB59 AB28,1,0.000547
AB59 AB28 A301,1,0.000547
AB28 A301 AB54,1,0.000547
A301 AB54 AB57,1,0.000547
AB56 AB30 AB40,1,0.000547
AB57 AB28 AB48,1,0.000547
AB28 AB48 AB17,1,0.000547
TE ME DA,1,0.000547
ME DA I[,1,0.000547
*309A DA PU[,1,0.000547
*309A JU KI,1,0.000547
*309A RI JU,1,0.000547
*309A RI WA,1,0.000547
RI WA JU,1,0.000547
*309B KI PU,1,0.000547
*309B PU PI,1,0.000547
*309C DA JU,1,0.000547
*309C RU KA,1,0.000547
A309A AB65? AB67,1,0.000547
A309A? AB53 AB65?,1,0.000547
A309A? [?] AB01,1,0.000547
[?] AB01 AB50,1,0.000547
A309B AB53? AB65?,1,0.000547
AB53? AB65? [?],1,0.000547
A309B AB53? [?],1,0.000547
AB53? [?] AB54,1,0.000547
[?] AB54 AB65?,1,0.000547
A309B [?] AB34?,1,0.000547
[?] AB34? AB50,1,0.000547
AB34? AB50 AB39,1,0.000547
A309B [?] AB67,1,0.000547
[?] AB67 AB50,1,0.000547
A309C AB53? AB01,1,0.000547
AB53? AB01 [?],1,0.000547
AB01 [?] AB65?,1,0.000547
A309C AB53? AB77,1,0.000547
AB53? AB77 AB26,1,0.000547
AB03 AB01 AB26,1,0.000547
PA DA RU,1,0.000547
]*309B RI JU,1,0.000547
A KU TU,1,0.000547
KI RI SI,1,0.000547
OLE KI ME,1,0.000547
OLE KI U,1,0.000547
PA OLE MI[,1,0.000547
PI KU ZU,1,0.000547
]KO A DU,1,0.000547
A DU WA,1,0.000547
AB51 [?] [?],1,0.000547
AB08 AB81 AB69,1,0.000547
AB81 AB69 A361,1,0.000547
AB70 AB08 AB51,1,0.000547
AB08 AB51 AB54,1,0.000547
AB39 AB81 AB79,1,0.000547
AB67 AB53 AB41,1,0.000547
KI RE ZA,1,0.000547
A DU KU,1,0.000547
A KU MI,1,0.000547
MI DA U,1,0.000547
A MI TA,1,0.000547
KA KU NE,1,0.000547
KU NE TE,1,0.000547
MA KI DE,1,0.000547
KI DE TE,1,0.000547
RA2 RO RE,1,0.000547
AB08 AB51 AB81,1,0.000547
AB51 AB81 AB73,1,0.000547
AB73 AB01 AB10,1,0.000547
AB08 AB81 AB73,1,0.000547
AB08 AB73 AB59,1,0.000547
AB76 AB02 AB27,1,0.000547
AB77 AB81 AB24,1,0.000547
AB81 AB24 AB04,1,0.000547
AB80 AB67 AB45,1,0.000547
AB67 AB45 AB04,1,0.000547
DI DI KO,1,0.000547
DI KO RA,1,0.000547
KO RA ME[,1,0.000547
RA ME[ ]TA2,1,0.000547
E TO RI,1,0.000547
QE GRA PA,1,0.000547
RA MA SI,1,0.000547
]E KU RU,1,0.000547
AB07 AB07 AB70,1,0.000547
AB07 AB70 AB60,1,0.000547
AB70 AB60 AB13,1,0.000547
AB60 AB13 AB66,1,0.000547
AB38 AB81 AB26,1,0.000547
AB39 A310 AB08,1,0.000547
AB60 AB80 AB41,1,0.000547
AB31 A301 AB53,1,0.000547
AB38 AB05 AB53,1,0.000547
[?] AB58 AB03,1,0.000547
AB03 AB55 AB78,1,0.000547
AB13 AB67 AB07,1,0.000547
AB16 AB37 AB65,1,0.000547
AB50 AB30 AB77,1,0.000547
AB30 AB77 A363,1,0.000547
AB69 AB73 AB37,1,0.000547
AB73 AB37 AB17,1,0.000547
AB37 AB17 AB09,1,0.000547
ME KI DI,1,0.000547
PA NU QE,1,0.000547
PU NI KA,1,0.000547
NI KA SO,1,0.000547
QA TI JU,1,0.000547
TU MI TI,1,0.000547
MI TI ZA,1,0.000547
TI ZA SE,1,0.000547
I TI NI,1,0.000547
TI NI SA,1,0.000547
JA SA MU,1,0.000547
MI ZA SE,1,0.000547
MI DA E,1,0.000547
SO KE MA,1,0.000547
KE MA SE,1,0.000547
A364 AB44 AB80,1,0.000547
AB44 AB80 AB09,1,0.000547
AB28 AB37 AB30,1,0.000547
AB37 AB30 AB31,1,0.000547
AB41 [?] AB67,1,0.000547
AB47 AB81 AB06,1,0.000547
AB57 AB31 AB23,1,0.000547
AB73 AB17 AB09,1,0.000547
DA RE KU[,1,0.000547
AB01 AB27 AB81,1,0.000547
AB60 AB04 [?],1,0.000547
AB67 AB27 AB17,1,0.000547
AB38 AB73 [?],1,0.000547
AB80 AB59 AB09,1,0.000547
AB41 AB04 AB69,1,0.000547
AB73 [?] [?],1,0.000547
MA TA SE,1,0.000547
SI TE TU,1,0.000547
]DU RE ZA,1,0.000547
TA MA PI,1,0.000547
AB59 AB80 AB39,1,0.000547
SI TE DI,1,0.000547
TE DI DI,1,0.000547
A TI RU,1,0.000547
JA TO JA[,1,0.000547
TU ME SE,1,0.000547
AB08 AB37 AB26,1,0.000547
AB39 [?] AB09,1,0.000547
AB57 AB05 AB57,1,0.000547
AB69 AB13 AB09,1,0.000547
KI NI MA,1,0.000547
O TA NI,1,0.000547
TA NI ZA,1,0.000547
NI ZA SE,1,0.000547
MI DA E[,1,0.000547
AB31 AB73 AB01,1,0.000547
AB61 AB59 AB30,1,0.000547
AB59 AB30 AB17,1,0.000547
AB30 AB17 AB09,1,0.000547
AB67 AB30 AB80,1,0.000547
AB77 AB28 AB59,1,0.000547
I KU JU,1,0.000547
KU JU TI,1,0.000547
JU TI IB,1,0.000547
JU TE MI[,1,0.000547
A305 AB54 AB06,1,0.000547
AB34 AB65 AB04,1,0.000547
AB65 AB04 AB73,1,0.000547
AB28 AB81 AB65,1,0.000547
AB81 AB65 AB37,1,0.000547
AB65 AB37 AB28B,1,0.000547
A RA TU,1,0.000547
A RE TU,1,0.000547
RE TU MI[,1,0.000547
AB08 AB27 AB69,1,0.000547
AB27 AB69 AB73,1,0.000547
AB08 AB60 AB69,1,0.000547
A TA RE,1,0.000547
AB08 AB59 AB27,1,0.000547
AB59 AB28 AB55,1,0.000547
AB28 AB55 AB80,1,0.000547
AB55 AB80 AB03,1,0.000547
AB77 AB28 AB02,1,0.000547
AB77 AB28 AB09,1,0.000547
AB81 AB69 AB70,1,0.000547
AB69 AB70 AB27,1,0.000547
KA I RO,1,0.000547
KU TU KO,1,0.000547
TU KO RE,1,0.000547
KA I SE,1,0.000547
TA I NU,1,0.000547
I NU MA,1,0.000547
NU MA PA,1,0.000547
AB02 AB41 AB60,1,0.000547
AB59 AB06 [?],1,0.000547
AB40 AB60 AB27,1,0.000547
AB60 AB27 AB73,1,0.000547
AB27 AB73 AB04,1,0.000547
RO SI RA[,1,0.000547
WI RA RE,1,0.000547
RA RE MI,1,0.000547
RE MI TE,1,0.000547
[?] AB55 AB37,1,0.000547
[?] AB80 AB65,1,0.000547
AB08 AB37 AB77,1,0.000547
AB08 AB51 AB70,1,0.000547
AB51 AB70 AB73,1,0.000547
AB04 AB69 AB22,1,0.000547
AB69 AB22 AB67,1,0.000547
AB27 AB17 AB22,1,0.000547
AB17 AB22 AB40,1,0.000547
